PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1142	VBM	1142	1	802	242	30.17	125	84	31	0
Pct 1143	Election Day	1143	1	849	166	19.55	107	51	8	0
Pct 1143	VBM	1143	1	849	270	31.80	160	102	10	0
Pct 1144	Election Day	1144	1	777	156	20.08	89	53	14	0
Pct 1144	VBM	1144	1	777	244	31.40	139	87	16	0
Pct 1145	Election Day	1145	1	810	169	20.86	88	67	14	0
Pct 1145	VBM	1145	1	810	313	38.64	171	119	24	0
Pct 1146	Election Day	1146	1	845	133	15.74	67	59	7	0
Pct 1146	VBM	1146	1	845	304	35.98	167	118	20	1
Pct 1147	Election Day	1147	1	780	167	21.41	91	66	11	0
Pct 1147	VBM	1147	1	780	237	30.38	126	102	9	0
Pct 1148	Election Day	1148	1	798	153	19.17	81	59	13	0
Pct 1148	VBM	1148	1	798	251	31.45	149	86	18	0
Pct 1149	Election Day	1149	1	806	159	19.73	86	56	17	0
Pct 1149	VBM	1149	1	806	265	32.88	135	118	13	0
Pct 1152	Election Day	1152	1	775	142	18.32	65	60	17	0
Pct 1152	VBM	1152	1	775	266	34.32	145	109	13	0
Pct 1153	Election Day	1153	1	799	156	19.52	84	62	9	0
Pct 1153	VBM	1153	1	799	263	32.92	144	106	11	0
Pct 7001	Election Day	7001	1	625	132	21.12	74	49	9	0
Pct 7001	VBM	7001	1	625	190	30.40	119	55	15	0
Pct 7002	Election Day	7002	1	820	155	18.90	97	44	14	0
Pct 7002	VBM	7002	1	820	253	30.85	139	97	18	0
Pct 7003	Election Day	7003	1	789	219	27.76	130	67	22	0
Pct 7003	VBM	7003	1	789	292	37.01	173	98	20	0
Pct 7004	Election Day	7004	1	786	204	25.95	120	76	9	0
Pct 7004	VBM	7004	1	786	256	32.57	161	82	15	0
Pct 7005	Election Day	7005	1	770	237	30.78	156	63	18	0
Pct 7005	VBM	7005	1	770	257	33.38	162	84	11	1
Pct 7006	Election Day	7006	1	824	227	27.55	125	92	12	0
Pct 7006	VBM	7006	1	824	238	28.88	140	90	9	0
Pct 7007	Election Day	7007	1	873	226	25.89	127	75	23	0
Pct 7007	VBM	7007	1	873	306	35.05	179	111	15	0
Pct 7008	Election Day	7008	1	784	247	31.51	159	73	14	0
Pct 7008	VBM	7008	1	784	294	37.50	182	94	21	0
Pct 7009	Election Day	7009	1	809	160	19.78	91	60	11	0
Pct 7009	VBM	7009	1	809	276	34.12	162	104	13	1
Pct 7011	Election Day	7011	1	905	150	16.57	102	40	8	0
Pct 7011	VBM	7011	1	905	165	18.23	113	44	9	0
Pct 7012	Election Day	7012	1	903	261	28.90	166	84	10	0
Pct 7012	VBM	7012	1	903	292	32.34	179	98	14	0
Pct 7013	Election Day	7013	1	598	141	23.58	91	40	10	0
Pct 7013	VBM	7013	1	598	167	27.93	130	36	7	0
Pct 7014	Election Day	7014	1	934	228	24.41	143	72	14	0
Pct 7014	VBM	7014	1	934	277	29.66	185	80	17	1
Pct 7015 MB	Election Day	7015	1	69	0	0.00	0	0	0	0
Pct 7015 MB	VBM	7015	1	69	28	40.58	21	6	1	0
Pct 7016	Election Day	7016	1	816	128	15.69	77	35	16	0
Pct 7016	VBM	7016	1	816	190	23.28	106	69	16	1
Pct 7017	Election Day	7017	1	670	96	14.33	59	22	15	0
Pct 7017	VBM	7017	1	670	144	21.49	100	32	10	0
Pct 7018	Election Day	7018	1	849	118	13.90	76	37	8	0
Pct 7018	VBM	7018	1	849	315	37.10	200	103	19	0
Pct 7019	Election Day	7019	1	857	135	15.75	85	36	15	0
Pct 7019	VBM	7019	1	857	314	36.64	177	105	28	0
Pct 7021	Election Day	7021	1	852	139	16.31	84	41	14	0
Pct 7021	VBM	7021	1	852	214	25.12	124	78	15	0
Pct 7022	Election Day	7022	1	894	166	18.57	104	49	12	0
Pct 7022	VBM	7022	1	894	247	27.63	155	69	28	0
Pct 7023	Election Day	7023	1	830	134	16.14	81	43	10	1
Pct 7023	VBM	7023	1	830	253	30.48	175	62	16	0
Pct 7024	Election Day	7024	1	274	24	8.76	12	7	4	0
Pct 7024	VBM	7024	1	274	22	8.03	15	5	2	0
Pct 7025	Election Day	7025	1	409	55	13.45	31	19	5	0
Pct 7025	VBM	7025	1	409	71	17.36	34	24	3	0
Pct 7026	Election Day	7026	1	861	98	11.38	50	38	10	0
Pct 7026	VBM	7026	1	861	334	38.79	183	125	29	0
Pct 7027	Election Day	7027	1	770	141	18.31	82	36	20	0
Pct 7027	VBM	7027	1	770	241	31.30	141	77	19	0
Pct 7028	Election Day	7028	1	777	152	19.56	87	51	13	0
Pct 7028	VBM	7028	1	777	161	20.72	101	39	14	0
Pct 7029	Election Day	7029	1	813	105	12.92	58	36	11	1
Pct 7029	VBM	7029	1	813	144	17.71	100	45	11	0
Pct 7030	Election Day	7030	1	686	108	15.74	54	40	14	0
Pct 7030	VBM	7030	1	686	258	37.61	123	124	16	0
Pct 7031	Election Day	7031	1	368	35	9.51	20	11	3	0
Pct 7031	VBM	7031	1	368	173	47.01	118	41	10	0
Pct 7032	Election Day	7032	1	815	109	13.37	67	30	12	0
Pct 7032	VBM	7032	1	815	228	27.98	139	67	21	0
Pct 7033	Election Day	7033	1	705	157	22.27	80	59	18	0
Pct 7033	VBM	7033	1	705	151	21.42	96	45	9	0
Pct 7034	Election Day	7034	1	781	139	17.80	73	43	22	0
Pct 7034	VBM	7034	1	781	119	15.24	82	27	8	0
Pct 7035	Election Day	7035	1	310	70	22.58	36	32	3	0
Pct 7035	VBM	7035	1	310	63	20.32	41	19	7	0
Pct 7036	Election Day	7036	1	808	83	10.27	48	25	9	0
Pct 7036	VBM	7036	1	808	235	29.08	134	83	18	0
Pct 7037	Election Day	7037	1	695	66	9.50	34	19	12	0
Pct 7037	VBM	7037	1	695	70	10.07	41	25	4	0
Pct 7038	Election Day	7038	1	817	98	12.00	58	32	10	0
Pct 7038	VBM	7038	1	817	246	30.11	131	87	26	0
Pct 7039	Election Day	7039	1	717	121	16.88	64	51	5	0
Pct 7039	VBM	7039	1	717	203	28.31	119	69	18	0
Pct 7041 MB	Election Day	7041	1	52	1	1.92	1	0	0	0
Pct 7041 MB	VBM	7041	1	52	21	40.38	10	11	1	0
Pct 7042	Election Day	7042	1	600	85	14.17	52	27	6	0
Pct 7042	VBM	7042	1	600	198	33.00	116	68	14	0
Pct 7043	Election Day	7043	1	793	100	12.61	67	27	7	0
Pct 7043	VBM	7043	1	793	252	31.78	132	90	26	0
Pct 7044	Election Day	7044	1	738	88	11.92	53	26	10	0
Pct 7044	VBM	7044	1	738	104	14.09	75	18	9	0
Pct 7045	Election Day	7045	1	697	109	15.64	45	46	18	0
Pct 7045	VBM	7045	1	697	258	37.02	126	100	33	0
Pct 7046	Election Day	7046	1	385	58	15.06	32	19	8	0
Pct 7046	VBM	7046	1	385	130	33.77	77	51	5	0
Pct 7047	Election Day	7047	1	742	105	14.15	59	35	11	0
Pct 7047	VBM	7047	1	742	283	38.14	152	108	19	1
Pct 7048	Election Day	7048	1	730	93	12.74	53	29	9	0
Pct 7048	VBM	7048	1	730	223	30.55	143	61	20	0
Pct 7049	Election Day	7049	1	729	140	19.20	75	50	11	0
Pct 7049	VBM	7049	1	729	219	30.04	119	77	22	0
Pct 7051	Election Day	7051	1	777	94	12.10	47	30	17	0
Pct 7051	VBM	7051	1	777	301	38.74	184	95	21	0
Pct 7052	Election Day	7052	1	759	125	16.47	64	48	12	0
Pct 7052	VBM	7052	1	759	263	34.65	151	93	24	0
Pct 7053	Election Day	7053	1	407	37	9.09	25	11	1	0
Pct 7053	VBM	7053	1	407	175	43.00	83	74	14	0
Pct 7054	Election Day	7054	1	795	138	17.36	76	49	13	0
Pct 7054	VBM	7054	1	795	213	26.79	135	64	16	0
Pct 7101 MB	Election Day	7101	1	113	2	1.77	0	0	2	0
Pct 7101 MB	VBM	7101	1	113	54	47.79	40	12	1	0
Pct 7201	Election Day	7201	1	828	158	19.08	82	60	16	0
Pct 7201	VBM	7201	1	828	279	33.70	179	87	11	0
Pct 7202	Election Day	7202	1	744	177	23.79	93	70	14	0
Pct 7202	VBM	7202	1	744	249	33.47	107	120	18	0
Pct 7203	Election Day	7203	1	755	172	22.78	92	65	16	0
Pct 7203	VBM	7203	1	755	203	26.89	113	72	17	0
Pct 7204	Election Day	7204	1	790	166	21.01	101	58	8	0
Pct 7204	VBM	7204	1	790	280	35.44	156	119	10	0
Pct 7205	Election Day	7205	1	822	182	22.14	95	72	16	0
Pct 7205	VBM	7205	1	822	319	38.81	167	135	18	1
Pct 7206	Election Day	7206	1	325	84	25.85	50	29	6	0
Pct 7206	VBM	7206	1	325	85	26.15	43	35	6	1
Pct 7207	Election Day	7207	1	533	113	21.20	63	41	8	0
Pct 7207	VBM	7207	1	533	136	25.52	86	46	7	1
Pct 7208	Election Day	7208	1	542	85	15.68	49	27	11	0
Pct 7208	VBM	7208	1	542	183	33.76	114	55	17	0
Pct 7209	Election Day	7209	1	491	69	14.05	30	27	12	0
Pct 7209	VBM	7209	1	491	251	51.12	105	126	18	0
Pct 7301	Election Day	7301	1	834	156	18.71	85	57	14	0
Pct 7301	VBM	7301	1	834	254	30.46	136	100	16	1
Pct 7302	Election Day	7302	1	708	148	20.90	82	47	18	0
Pct 7302	VBM	7302	1	708	305	43.08	160	132	13	0
Pct 7303	Election Day	7303	1	839	188	22.41	114	59	14	0
Pct 7303	VBM	7303	1	839	239	28.49	130	87	22	0
Pct 7304	Election Day	7304	1	860	199	23.14	127	59	14	0
Pct 7304	VBM	7304	1	860	282	32.79	165	102	14	0
Pct 7305	Election Day	7305	1	773	166	21.47	92	67	7	0
Pct 7305	VBM	7305	1	773	269	34.80	150	113	6	0
Pct 7306	Election Day	7306	1	864	212	24.54	108	79	25	0
Pct 7306	VBM	7306	1	864	229	26.50	125	94	10	0
Pct 7307	Election Day	7307	1	671	145	21.61	90	47	8	0
Pct 7307	VBM	7307	1	671	201	29.96	102	85	13	0
Pct 7308	Election Day	7308	1	528	134	25.38	70	55	9	0
Pct 7308	VBM	7308	1	528	192	36.36	111	65	13	1
Pct 7309	Election Day	7309	1	719	168	23.37	100	56	11	1
Pct 7309	VBM	7309	1	719	175	24.34	105	59	11	0
Pct 7311	Election Day	7311	1	801	198	24.72	121	61	15	1
Pct 7311	VBM	7311	1	801	239	29.84	144	83	13	0
Pct 7312	Election Day	7312	1	814	161	19.78	78	71	12	0
Pct 7312	VBM	7312	1	814	327	40.17	177	130	17	0
Pct 7313	Election Day	7313	1	773	139	17.98	79	56	3	0
Pct 7313	VBM	7313	1	773	273	35.32	154	104	16	0
Pct 7314	Election Day	7314	1	615	80	13.01	42	24	14	0
Pct 7314	VBM	7314	1	615	204	33.17	111	62	29	0
Pct 7315	Election Day	7315	1	623	128	20.55	86	37	6	0
Pct 7315	VBM	7315	1	623	163	26.16	85	72	12	0
Pct 7316	Election Day	7316	1	701	120	17.12	73	36	11	0
Pct 7316	VBM	7316	1	701	224	31.95	129	90	8	1
Pct 7317	Election Day	7317	1	838	175	20.88	94	61	20	0
Pct 7317	VBM	7317	1	838	298	35.56	167	109	21	0
Pct 7318	Election Day	7318	1	649	130	20.03	61	51	16	0
Pct 7318	VBM	7318	1	649	202	31.12	105	81	16	0
Pct 7319	Election Day	7319	1	876	175	19.98	104	61	10	0
Pct 7319	VBM	7319	1	876	246	28.08	128	98	19	0
Pct 7321	Election Day	7321	1	576	107	18.58	64	34	7	0
Pct 7321	VBM	7321	1	576	173	30.03	90	75	9	0
Pct 7322	Election Day	7322	1	745	71	9.53	33	23	15	0
Pct 7322	VBM	7322	1	745	275	36.91	140	104	35	0
Pct 7323	Election Day	7323	1	686	159	23.18	83	64	13	0
Pct 7323	VBM	7323	1	686	199	29.01	117	69	16	0
Pct 7324	Election Day	7324	1	631	116	18.38	65	40	11	0
Pct 7324	VBM	7324	1	631	176	27.89	108	58	12	0
Pct 7325	Election Day	7325	1	792	179	22.60	97	66	15	0
Pct 7325	VBM	7325	1	792	217	27.40	133	67	16	0
Pct 7326	Election Day	7326	1	736	142	19.29	93	42	7	0
Pct 7326	VBM	7326	1	736	215	29.21	108	89	21	0
Pct 7327	Election Day	7327	1	552	53	9.60	21	22	10	0
Pct 7327	VBM	7327	1	552	210	38.04	129	52	32	0
Pct 7328	Election Day	7328	1	735	60	8.16	24	19	16	0
Pct 7328	VBM	7328	1	735	298	40.54	175	96	25	1
Pct 7329	Election Day	7329	1	419	64	15.27	35	29	3	0
Pct 7329	VBM	7329	1	419	157	37.47	88	64	7	1
Pct 7331	Election Day	7331	1	777	169	21.75	102	56	11	0
Pct 7331	VBM	7331	1	777	324	41.70	191	116	17	0
Pct 7332	Election Day	7332	1	683	141	20.64	91	40	10	0
Pct 7332	VBM	7332	1	683	194	28.40	122	62	10	0
Pct 7333	Election Day	7333	1	839	180	21.45	117	49	15	0
Pct 7333	VBM	7333	1	839	249	29.68	148	87	17	0
Pct 7334	Election Day	7334	1	760	170	22.37	101	58	10	0
Pct 7334	VBM	7334	1	760	233	30.66	144	70	18	0
Pct 7335	Election Day	7335	1	791	142	17.95	90	43	9	0
Pct 7335	VBM	7335	1	791	274	34.64	160	95	16	0
Pct 7336	Election Day	7336	1	824	176	21.36	112	54	10	0
Pct 7336	VBM	7336	1	824	280	33.98	165	99	16	0
Pct 7337	Election Day	7337	1	756	150	19.84	78	66	7	0
Pct 7337	VBM	7337	1	756	276	36.51	138	114	21	1
Pct 7338	Election Day	7338	1	803	95	11.83	44	33	19	0
Pct 7338	VBM	7338	1	803	320	39.85	164	122	36	0
Pct 7339	Election Day	7339	1	562	112	19.93	70	38	5	0
Pct 7339	VBM	7339	1	562	152	27.05	85	49	19	0
Pct 7341	Election Day	7341	1	753	155	20.58	104	47	8	0
Pct 7341	VBM	7341	1	753	199	26.43	141	48	11	0
Pct 7342	Election Day	7342	1	805	218	27.08	136	70	12	0
Pct 7342	VBM	7342	1	805	198	24.60	112	76	10	0
Pct 7343	Election Day	7343	1	591	137	23.18	97	33	7	0
Pct 7343	VBM	7343	1	591	119	20.14	84	27	7	0
Pct 7344	Election Day	7344	1	916	165	18.01	103	52	10	0
Pct 7344	VBM	7344	1	916	268	29.26	167	87	14	0
Pct 7345	Election Day	7345	1	859	175	20.37	120	48	7	0
Pct 7345	VBM	7345	1	859	197	22.93	134	57	7	0
Pct 7346	Election Day	7346	1	754	176	23.34	125	44	7	0
Pct 7346	VBM	7346	1	754	134	17.77	102	26	6	0
Pct 7347	Election Day	7347	1	786	139	17.68	101	32	6	0
Pct 7347	VBM	7347	1	786	189	24.05	148	35	5	0
Pct 7348	Election Day	7348	1	743	117	15.75	71	40	5	0
Pct 7348	VBM	7348	1	743	181	24.36	128	39	15	0
Pct 7349	Election Day	7349	1	754	160	21.22	103	48	9	0
Pct 7349	VBM	7349	1	754	226	29.97	150	60	18	0
Pct 7501	Election Day	7501	1	491	138	28.11	78	48	13	0
Pct 7501	VBM	7501	1	491	142	28.92	68	65	9	0
Pct 7502	Election Day	7502	1	674	133	19.73	78	43	13	0
Pct 7502	VBM	7502	1	674	208	30.86	114	82	12	0
Pct 7503	Election Day	7503	1	692	140	20.23	78	52	10	0
Pct 7503	VBM	7503	1	692	193	27.89	124	56	16	0
Pct 7504	Election Day	7504	1	426	75	17.61	44	23	9	0
Pct 7504	VBM	7504	1	426	131	30.75	70	49	13	0
Pct 7505	Election Day	7505	1	819	133	16.24	68	56	10	0
Pct 7505	VBM	7505	1	819	381	46.52	197	155	26	1
Pct 7506	Election Day	7506	1	753	126	16.73	84	29	14	0
Pct 7506	VBM	7506	1	753	206	27.36	147	53	6	0
Pct 7507	Election Day	7507	1	885	150	16.95	92	43	15	0
Pct 7507	VBM	7507	1	885	250	28.25	158	63	31	0
Pct 7508	Election Day	7508	1	650	133	20.46	65	58	10	0
Pct 7508	VBM	7508	1	650	265	40.77	157	94	15	0
Pct 7509/7511	Election Day	7509	1	857	155	18.09	87	61	7	0
Pct 7509/7511	VBM	7509	1	857	289	33.72	181	90	18	0
Pct 7512	Election Day	7512	1	542	107	19.74	67	30	11	0
Pct 7512	VBM	7512	1	542	178	32.84	111	51	15	1
Pct 7513	Election Day	7513	1	705	153	21.70	108	28	17	0
Pct 7513	VBM	7513	1	705	154	21.84	110	32	12	0
Pct 7514	Election Day	7514	1	780	97	12.44	60	20	17	0
Pct 7514	VBM	7514	1	780	209	26.79	150	41	18	0
Pct 7515	Election Day	7515	1	765	164	21.44	100	52	13	0
Pct 7515	VBM	7515	1	765	241	31.50	156	70	18	0
Pct 7516	Election Day	7516	1	750	146	19.47	95	39	13	0
Pct 7516	VBM	7516	1	750	277	36.93	175	85	17	0
Pct 7517	Election Day	7517	1	783	232	29.63	161	61	10	0
Pct 7517	VBM	7517	1	783	203	25.93	125	67	9	0
Pct 7518	Election Day	7518	1	802	246	30.67	177	57	12	0
Pct 7518	VBM	7518	1	802	207	25.81	142	62	4	0
Pct 7519	Election Day	7519	1	677	185	27.33	129	45	12	0
Pct 7519	VBM	7519	1	677	164	24.22	104	49	11	0
Pct 7521	Election Day	7521	1	737	188	25.51	110	59	20	0
Pct 7521	VBM	7521	1	737	210	28.49	145	54	11	0
Pct 7522	Election Day	7522	1	758	192	25.33	115	64	17	0
Pct 7522	VBM	7522	1	758	187	24.67	125	49	14	0
Pct 7523	Election Day	7523	1	685	229	33.43	158	57	14	1
Pct 7523	VBM	7523	1	685	149	21.75	92	50	6	1
Pct 7524	Election Day	7524	1	571	124	21.72	82	37	7	0
Pct 7524	VBM	7524	1	571	135	23.64	81	46	8	0
Pct 7525	Election Day	7525	1	761	167	21.94	107	45	15	0
Pct 7525	VBM	7525	1	761	190	24.97	133	41	16	0
Pct 7526	Election Day	7526	1	830	232	27.95	159	59	14	0
Pct 7526	VBM	7526	1	830	247	29.76	173	66	10	0
Pct 7527/7528	Election Day	7527	1	685	185	27.01	111	57	18	0
Pct 7527/7528	VBM	7527	1	685	175	25.55	113	49	12	0
Pct 7529	Election Day	7529	1	798	208	26.07	141	58	9	0
Pct 7529	VBM	7529	1	798	225	28.20	158	53	14	0
Pct 7531	Election Day	7531	1	821	222	27.04	136	71	16	0
Pct 7531	VBM	7531	1	821	199	24.24	129	66	7	0
Pct 7532	Election Day	7532	1	636	170	26.73	116	48	6	0
Pct 7532	VBM	7532	1	636	155	24.37	99	46	10	0
Pct 7533	Election Day	7533	1	832	292	35.10	189	86	15	0
Pct 7533	VBM	7533	1	832	189	22.72	115	68	7	0
Pct 7534	Election Day	7534	1	788	241	30.58	152	76	15	0
Pct 7534	VBM	7534	1	788	186	23.60	129	53	5	0
Pct 7535	Election Day	7535	1	684	210	30.70	130	72	8	0
Pct 7535	VBM	7535	1	684	170	24.85	123	40	5	0
Pct 7536	Election Day	7536	1	738	214	29.00	144	61	9	0
Pct 7536	VBM	7536	1	738	215	29.13	142	67	7	0
Pct 7537	Election Day	7537	1	675	197	29.19	128	57	13	0
Pct 7537	VBM	7537	1	675	163	24.15	108	51	5	0
Pct 7538	Election Day	7538	1	737	249	33.79	160	73	16	0
Pct 7538	VBM	7538	1	737	192	26.05	127	60	7	0
Pct 7539	Election Day	7539	1	849	286	33.69	182	89	15	0
Pct 7539	VBM	7539	1	849	203	23.91	145	51	10	0
Pct 7541	Election Day	7541	1	740	211	28.51	129	71	11	0
Pct 7541	VBM	7541	1	740	196	26.49	136	55	6	0
Pct 7542	Election Day	7542	1	777	210	27.03	143	52	12	0
Pct 7542	VBM	7542	1	777	207	26.64	146	55	7	0
Pct 7543	Election Day	7543	1	837	172	20.55	115	48	11	0
Pct 7543	VBM	7543	1	837	271	32.38	183	72	15	0
Pct 7544	Election Day	7544	1	784	203	25.89	148	47	8	0
Pct 7544	VBM	7544	1	784	215	27.42	158	49	9	0
Pct 7545	Election Day	7545	1	793	182	22.95	122	45	15	0
Pct 7545	VBM	7545	1	793	226	28.50	155	60	11	0
Pct 7546	Election Day	7546	1	854	253	29.63	162	70	20	1
Pct 7546	VBM	7546	1	854	229	26.81	149	67	14	0
Pct 7547	Election Day	7547	1	880	237	26.93	154	68	16	0
Pct 7547	VBM	7547	1	880	238	27.05	162	60	20	0
Pct 7548	Election Day	7548	1	934	229	24.52	152	69	8	0
Pct 7548	VBM	7548	1	934	275	29.44	190	77	10	0
Pct 7549	Election Day	7549	1	734	190	25.89	127	53	11	0
Pct 7549	VBM	7549	1	734	203	27.66	129	65	10	0
Pct 7551	Election Day	7551	1	625	205	32.80	124	73	10	0
Pct 7551	VBM	7551	1	625	179	28.64	111	60	9	0
Pct 7552	Election Day	7552	1	668	206	30.84	137	55	15	0
Pct 7552	VBM	7552	1	668	207	30.99	141	61	7	0
Pct 7553 MB	Election Day	7553	1	155	7	4.52	3	2	0	0
Pct 7553 MB	VBM	7553	1	155	82	52.90	53	25	4	0
Pct 7554	Election Day	7554	1	757	204	26.95	107	88	10	0
Pct 7554	VBM	7554	1	757	258	34.08	154	93	13	0
Pct 7555	Election Day	7555	1	835	272	32.57	173	85	15	0
Pct 7555	VBM	7555	1	835	299	35.81	177	111	10	0
Pct 7556/7557	Election Day	7556	1	921	261	28.34	140	105	16	0
Pct 7556/7557	VBM	7556	1	921	311	33.77	183	118	12	0
Pct 7601	Election Day	7601	1	786	125	15.90	75	43	8	0
Pct 7601	VBM	7601	1	786	164	20.87	110	41	11	0
Pct 7602	Election Day	7602	1	785	152	19.36	98	41	13	0
Pct 7602	VBM	7602	1	785	174	22.17	120	40	16	0
Pct 7603	Election Day	7603	1	700	177	25.29	115	45	16	0
Pct 7603	VBM	7603	1	700	165	23.57	126	30	8	0
Pct 7604	Election Day	7604	1	705	122	17.30	82	31	10	0
Pct 7604	VBM	7604	1	705	157	22.27	113	35	10	0
Pct 7605	Election Day	7605	1	679	106	15.61	70	21	17	0
Pct 7605	VBM	7605	1	679	156	22.97	103	36	16	0
Pct 7606	Election Day	7606	1	772	119	15.41	79	27	14	0
Pct 7606	VBM	7606	1	772	168	21.76	114	48	7	0
Pct 7607	Election Day	7607	1	828	145	17.51	80	45	20	0
Pct 7607	VBM	7607	1	828	232	28.02	146	67	13	1
Pct 7608	Election Day	7608	1	423	47	11.11	27	14	8	0
Pct 7608	VBM	7608	1	423	100	23.64	61	26	12	0
Pct 7609	Election Day	7609	1	826	90	10.90	41	27	23	0
Pct 7609	VBM	7609	1	826	247	29.90	130	79	39	0
Pct 7611	Election Day	7611	1	796	109	13.69	68	24	18	0
Pct 7611	VBM	7611	1	796	205	25.75	122	41	39	0
Pct 7612	Election Day	7612	1	580	93	16.03	52	28	13	0
Pct 7612	VBM	7612	1	580	170	29.31	113	43	15	0
Pct 7613	Election Day	7613	1	831	142	17.09	92	37	15	0
Pct 7613	VBM	7613	1	831	207	24.91	140	50	17	0
Pct 7614	Election Day	7614	1	875	126	14.40	75	33	18	1
Pct 7614	VBM	7614	1	875	205	23.43	136	57	13	0
Pct 7615	Election Day	7615	1	866	95	10.97	51	26	17	0
Pct 7615	VBM	7615	1	866	176	20.32	113	46	17	0
Pct 7616	Election Day	7616	1	475	99	20.84	67	25	7	0
Pct 7616	VBM	7616	1	475	143	30.11	98	37	7	0
Pct 7617	Election Day	7617	1	709	106	14.95	55	30	21	0
