PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 7012	Election Day	7012	1	903	261	28.90	174	77	10	0
Pct 7012	VBM	7012	1	903	292	32.34	192	86	13	0
Pct 7013	Election Day	7013	1	598	141	23.58	85	40	16	0
Pct 7013	VBM	7013	1	598	167	27.93	105	62	5	0
Pct 7014	Election Day	7014	1	934	228	24.41	144	74	11	0
Pct 7014	VBM	7014	1	934	277	29.66	187	87	9	0
Pct 7015 MB	Election Day	7015	1	69	0	0.00	0	0	0	0
Pct 7015 MB	VBM	7015	1	69	28	40.58	20	8	0	0
Pct 7016	Election Day	7016	1	816	128	15.69	106	19	3	0
Pct 7016	VBM	7016	1	816	190	23.28	128	49	15	0
Pct 7017	Election Day	7017	1	670	96	14.33	86	7	1	0
Pct 7017	VBM	7017	1	670	144	21.49	113	22	8	0
Pct 7018	Election Day	7018	1	849	118	13.90	92	25	4	0
Pct 7018	VBM	7018	1	849	315	37.10	207	98	17	0
Pct 7019	Election Day	7019	1	857	135	15.75	103	23	9	0
Pct 7019	VBM	7019	1	857	314	36.64	197	86	26	0
Pct 7021	Election Day	7021	1	852	139	16.31	102	26	11	0
Pct 7021	VBM	7021	1	852	214	25.12	174	40	4	0
Pct 7022	Election Day	7022	1	894	166	18.57	137	21	5	0
Pct 7022	VBM	7022	1	894	247	27.63	197	47	9	0
Pct 7023	Election Day	7023	1	830	134	16.14	107	24	4	0
Pct 7023	VBM	7023	1	830	253	30.48	202	40	10	1
Pct 7024	Election Day	7024	1	274	24	8.76	17	4	2	0
Pct 7024	VBM	7024	1	274	22	8.03	18	4	0	0
Pct 7025	Election Day	7025	1	409	55	13.45	42	10	3	0
Pct 7025	VBM	7025	1	409	71	17.36	49	9	2	0
Pct 7026	Election Day	7026	1	861	98	11.38	76	18	4	0
Pct 7026	VBM	7026	1	861	334	38.79	219	105	14	0
Pct 7027	Election Day	7027	1	770	141	18.31	108	20	10	0
Pct 7027	VBM	7027	1	770	241	31.30	173	55	9	0
Pct 7028	Election Day	7028	1	777	152	19.56	129	22	1	0
Pct 7028	VBM	7028	1	777	161	20.72	124	25	3	0
Pct 7029	Election Day	7029	1	813	105	12.92	86	14	5	0
Pct 7029	VBM	7029	1	813	144	17.71	122	29	5	0
Pct 7030	Election Day	7030	1	686	108	15.74	67	35	7	0
Pct 7030	VBM	7030	1	686	258	37.61	147	104	11	0
Pct 7031	Election Day	7031	1	368	35	9.51	24	8	2	0
Pct 7031	VBM	7031	1	368	173	47.01	130	33	6	0
Pct 7032	Election Day	7032	1	815	109	13.37	94	8	8	0
Pct 7032	VBM	7032	1	815	228	27.98	170	43	13	0
Pct 7033	Election Day	7033	1	705	157	22.27	116	30	11	0
Pct 7033	VBM	7033	1	705	151	21.42	118	30	2	0
Pct 7034	Election Day	7034	1	781	139	17.80	112	15	10	0
Pct 7034	VBM	7034	1	781	119	15.24	105	9	3	0
Pct 7035	Election Day	7035	1	310	70	22.58	57	13	1	0
Pct 7035	VBM	7035	1	310	63	20.32	39	23	5	1
Pct 7036	Election Day	7036	1	808	83	10.27	56	23	3	0
Pct 7036	VBM	7036	1	808	235	29.08	168	60	7	0
Pct 7037	Election Day	7037	1	695	66	9.50	44	15	6	0
Pct 7037	VBM	7037	1	695	70	10.07	60	6	4	0
Pct 7038	Election Day	7038	1	817	98	12.00	77	18	5	0
Pct 7038	VBM	7038	1	817	246	30.11	167	66	11	0
Pct 7039	Election Day	7039	1	717	121	16.88	81	34	5	0
Pct 7039	VBM	7039	1	717	203	28.31	121	71	11	0
Pct 7041 MB	Election Day	7041	1	52	1	1.92	1	0	0	0
Pct 7041 MB	VBM	7041	1	52	21	40.38	13	8	1	0
Pct 7042	Election Day	7042	1	600	85	14.17	70	14	0	0
Pct 7042	VBM	7042	1	600	198	33.00	140	47	9	0
Pct 7043	Election Day	7043	1	793	100	12.61	83	16	2	0
Pct 7043	VBM	7043	1	793	252	31.78	172	69	8	0
Pct 7044	Election Day	7044	1	738	88	11.92	63	19	5	0
Pct 7044	VBM	7044	1	738	104	14.09	77	21	3	0
Pct 7045	Election Day	7045	1	697	109	15.64	71	28	10	0
Pct 7045	VBM	7045	1	697	258	37.02	174	68	18	0
Pct 7046	Election Day	7046	1	385	58	15.06	38	21	0	0
Pct 7046	VBM	7046	1	385	130	33.77	83	41	5	0
Pct 7047	Election Day	7047	1	742	105	14.15	80	20	5	0
Pct 7047	VBM	7047	1	742	283	38.14	167	97	17	0
Pct 7048	Election Day	7048	1	730	93	12.74	66	22	4	0
Pct 7048	VBM	7048	1	730	223	30.55	166	43	17	0
Pct 7049	Election Day	7049	1	729	140	19.20	94	34	7	0
Pct 7049	VBM	7049	1	729	219	30.04	128	78	11	0
Pct 7051	Election Day	7051	1	777	94	12.10	55	28	12	0
Pct 7051	VBM	7051	1	777	301	38.74	198	91	13	0
Pct 7052	Election Day	7052	1	759	125	16.47	72	43	9	0
Pct 7052	VBM	7052	1	759	263	34.65	166	88	13	0
Pct 7053	Election Day	7053	1	407	37	9.09	24	13	0	0
Pct 7053	VBM	7053	1	407	175	43.00	83	82	8	0
Pct 7054	Election Day	7054	1	795	138	17.36	105	27	6	0
Pct 7054	VBM	7054	1	795	213	26.79	151	53	9	0
Pct 7101 MB	Election Day	7101	1	113	2	1.77	2	0	0	0
Pct 7101 MB	VBM	7101	1	113	54	47.79	45	7	2	0
Pct 7201	Election Day	7201	1	828	158	19.08	73	73	12	0
Pct 7201	VBM	7201	1	828	279	33.70	167	99	7	0
Pct 7202	Election Day	7202	1	744	177	23.79	88	76	11	0
Pct 7202	VBM	7202	1	744	249	33.47	102	133	9	0
Pct 7203	Election Day	7203	1	755	172	22.78	96	67	9	0
Pct 7203	VBM	7203	1	755	203	26.89	116	75	9	0
Pct 7204	Election Day	7204	1	790	166	21.01	106	54	7	0
Pct 7204	VBM	7204	1	790	280	35.44	146	121	15	0
Pct 7205	Election Day	7205	1	822	182	22.14	107	65	11	0
Pct 7205	VBM	7205	1	822	319	38.81	156	146	19	0
Pct 7206	Election Day	7206	1	325	84	25.85	52	31	2	0
Pct 7206	VBM	7206	1	325	85	26.15	47	33	6	0
Pct 7207	Election Day	7207	1	533	113	21.20	79	23	12	0
Pct 7207	VBM	7207	1	533	136	25.52	84	45	7	0
Pct 7208	Election Day	7208	1	542	85	15.68	53	25	8	0
Pct 7208	VBM	7208	1	542	183	33.76	117	63	6	0
Pct 7209	Election Day	7209	1	491	69	14.05	40	20	6	0
Pct 7209	VBM	7209	1	491	251	51.12	143	90	14	1
Pct 7301	Election Day	7301	1	834	156	18.71	110	36	10	0
Pct 7301	VBM	7301	1	834	254	30.46	165	74	14	0
Pct 7302	Election Day	7302	1	708	148	20.90	89	49	8	0
Pct 7302	VBM	7302	1	708	305	43.08	174	121	9	0
Pct 7303	Election Day	7303	1	839	188	22.41	125	53	11	0
Pct 7303	VBM	7303	1	839	239	28.49	146	78	15	0
Pct 7304	Election Day	7304	1	860	199	23.14	143	47	9	0
Pct 7304	VBM	7304	1	860	282	32.79	157	105	20	0
Pct 7305	Election Day	7305	1	773	166	21.47	94	61	11	0
Pct 7305	VBM	7305	1	773	269	34.80	148	109	11	0
Pct 7306	Election Day	7306	1	864	212	24.54	123	69	20	0
Pct 7306	VBM	7306	1	864	229	26.50	122	97	10	0
Pct 7307	Election Day	7307	1	671	145	21.61	101	36	9	0
Pct 7307	VBM	7307	1	671	201	29.96	116	72	12	0
Pct 7308	Election Day	7308	1	528	134	25.38	69	56	9	0
Pct 7308	VBM	7308	1	528	192	36.36	96	85	9	0
Pct 7309	Election Day	7309	1	719	168	23.37	107	48	12	1
Pct 7309	VBM	7309	1	719	175	24.34	99	65	11	0
Pct 7311	Election Day	7311	1	801	198	24.72	114	63	19	0
Pct 7311	VBM	7311	1	801	239	29.84	133	89	17	0
Pct 7312	Election Day	7312	1	814	161	19.78	89	69	3	0
Pct 7312	VBM	7312	1	814	327	40.17	154	152	19	0
Pct 7313	Election Day	7313	1	773	139	17.98	84	54	1	0
Pct 7313	VBM	7313	1	773	273	35.32	155	105	14	0
Pct 7314	Election Day	7314	1	615	80	13.01	52	20	8	0
Pct 7314	VBM	7314	1	615	204	33.17	150	30	23	0
Pct 7315	Election Day	7315	1	623	128	20.55	89	36	4	0
Pct 7315	VBM	7315	1	623	163	26.16	111	52	5	0
Pct 7316	Election Day	7316	1	701	120	17.12	86	27	7	0
Pct 7316	VBM	7316	1	701	224	31.95	142	78	7	0
Pct 7317	Election Day	7317	1	838	175	20.88	113	50	11	0
Pct 7317	VBM	7317	1	838	298	35.56	157	123	16	1
Pct 7318	Election Day	7318	1	649	130	20.03	66	53	8	0
Pct 7318	VBM	7318	1	649	202	31.12	119	70	13	0
Pct 7319	Election Day	7319	1	876	175	19.98	111	56	8	0
Pct 7319	VBM	7319	1	876	246	28.08	144	88	12	1
Pct 7321	Election Day	7321	1	576	107	18.58	65	33	7	0
Pct 7321	VBM	7321	1	576	173	30.03	117	43	12	0
Pct 7322	Election Day	7322	1	745	71	9.53	51	12	8	0
Pct 7322	VBM	7322	1	745	275	36.91	217	51	13	0
Pct 7323	Election Day	7323	1	686	159	23.18	95	53	12	0
Pct 7323	VBM	7323	1	686	199	29.01	126	61	14	0
Pct 7324	Election Day	7324	1	631	116	18.38	84	26	6	0
Pct 7324	VBM	7324	1	631	176	27.89	122	45	9	0
Pct 7325	Election Day	7325	1	792	179	22.60	99	59	20	0
Pct 7325	VBM	7325	1	792	217	27.40	137	59	20	0
Pct 7326	Election Day	7326	1	736	142	19.29	95	36	11	0
Pct 7326	VBM	7326	1	736	215	29.21	143	59	15	0
Pct 7327	Election Day	7327	1	552	53	9.60	37	9	7	0
Pct 7327	VBM	7327	1	552	210	38.04	146	50	14	0
Pct 7328	Election Day	7328	1	735	60	8.16	34	12	15	0
Pct 7328	VBM	7328	1	735	298	40.54	231	51	15	1
Pct 7329	Election Day	7329	1	419	64	15.27	33	30	3	0
Pct 7329	VBM	7329	1	419	157	37.47	82	67	10	0
Pct 7331	Election Day	7331	1	777	169	21.75	95	63	11	0
Pct 7331	VBM	7331	1	777	324	41.70	178	132	16	0
Pct 7332	Election Day	7332	1	683	141	20.64	100	31	10	0
Pct 7332	VBM	7332	1	683	194	28.40	134	50	11	0
Pct 7333	Election Day	7333	1	839	180	21.45	113	53	13	0
Pct 7333	VBM	7333	1	839	249	29.68	160	70	20	0
Pct 7334	Election Day	7334	1	760	170	22.37	128	36	5	0
Pct 7334	VBM	7334	1	760	233	30.66	152	61	18	1
Pct 7335	Election Day	7335	1	791	142	17.95	85	46	11	0
Pct 7335	VBM	7335	1	791	274	34.64	152	109	10	0
Pct 7336	Election Day	7336	1	824	176	21.36	105	62	9	0
Pct 7336	VBM	7336	1	824	280	33.98	144	125	10	0
Pct 7337	Election Day	7337	1	756	150	19.84	88	55	7	0
Pct 7337	VBM	7337	1	756	276	36.51	140	112	21	0
Pct 7338	Election Day	7338	1	803	95	11.83	57	22	16	0
Pct 7338	VBM	7338	1	803	320	39.85	218	81	23	0
Pct 7339	Election Day	7339	1	562	112	19.93	83	28	0	0
Pct 7339	VBM	7339	1	562	152	27.05	108	32	12	0
Pct 7341	Election Day	7341	1	753	155	20.58	117	34	6	0
Pct 7341	VBM	7341	1	753	199	26.43	145	43	10	0
Pct 7342	Election Day	7342	1	805	218	27.08	159	50	9	0
Pct 7342	VBM	7342	1	805	198	24.60	109	76	12	0
Pct 7343	Election Day	7343	1	591	137	23.18	110	20	6	0
Pct 7343	VBM	7343	1	591	119	20.14	89	25	5	0
Pct 7344	Election Day	7344	1	916	165	18.01	110	45	10	0
Pct 7344	VBM	7344	1	916	268	29.26	171	83	10	0
Pct 7345	Election Day	7345	1	859	175	20.37	132	36	6	1
Pct 7345	VBM	7345	1	859	197	22.93	143	49	5	0
Pct 7346	Election Day	7346	1	754	176	23.34	135	31	10	0
Pct 7346	VBM	7346	1	754	134	17.77	104	24	5	0
Pct 7347	Election Day	7347	1	786	139	17.68	112	20	6	1
Pct 7347	VBM	7347	1	786	189	24.05	156	28	4	0
Pct 7348	Election Day	7348	1	743	117	15.75	92	21	4	0
Pct 7348	VBM	7348	1	743	181	24.36	137	34	10	0
Pct 7349	Election Day	7349	1	754	160	21.22	117	38	5	0
Pct 7349	VBM	7349	1	754	226	29.97	152	58	16	0
Pct 7501	Election Day	7501	1	491	138	28.11	77	52	9	0
Pct 7501	VBM	7501	1	491	142	28.92	58	73	9	0
Pct 7502	Election Day	7502	1	674	133	19.73	80	40	13	0
Pct 7502	VBM	7502	1	674	208	30.86	129	68	10	0
Pct 7503	Election Day	7503	1	692	140	20.23	92	44	6	0
Pct 7503	VBM	7503	1	692	193	27.89	130	61	5	0
Pct 7504	Election Day	7504	1	426	75	17.61	53	17	6	0
Pct 7504	VBM	7504	1	426	131	30.75	92	33	7	0
Pct 7505	Election Day	7505	1	819	133	16.24	103	27	4	0
Pct 7505	VBM	7505	1	819	381	46.52	250	105	20	0
Pct 7506	Election Day	7506	1	753	126	16.73	97	22	7	0
Pct 7506	VBM	7506	1	753	206	27.36	151	47	9	0
Pct 7507	Election Day	7507	1	885	150	16.95	115	24	11	0
Pct 7507	VBM	7507	1	885	250	28.25	173	59	18	0
Pct 7508	Election Day	7508	1	650	133	20.46	73	53	7	0
Pct 7508	VBM	7508	1	650	265	40.77	163	91	11	0
Pct 7509/7511	Election Day	7509	1	857	155	18.09	104	43	8	0
Pct 7509/7511	VBM	7509	1	857	289	33.72	182	89	16	1
Pct 7512	Election Day	7512	1	542	107	19.74	84	18	5	0
Pct 7512	VBM	7512	1	542	178	32.84	129	34	13	0
Pct 7513	Election Day	7513	1	705	153	21.70	127	18	8	0
Pct 7513	VBM	7513	1	705	154	21.84	119	26	9	0
Pct 7514	Election Day	7514	1	780	97	12.44	73	14	9	0
Pct 7514	VBM	7514	1	780	209	26.79	165	37	7	0
Pct 7515	Election Day	7515	1	765	164	21.44	118	35	12	0
Pct 7515	VBM	7515	1	765	241	31.50	171	56	14	0
Pct 7516	Election Day	7516	1	750	146	19.47	108	33	6	0
Pct 7516	VBM	7516	1	750	277	36.93	192	79	6	0
Pct 7517	Election Day	7517	1	783	232	29.63	158	55	18	1
Pct 7517	VBM	7517	1	783	203	25.93	130	62	9	0
Pct 7518	Election Day	7518	1	802	246	30.67	180	51	15	0
Pct 7518	VBM	7518	1	802	207	25.81	136	61	11	0
Pct 7519	Election Day	7519	1	677	185	27.33	134	36	17	0
Pct 7519	VBM	7519	1	677	164	24.22	124	30	9	0
Pct 7521	Election Day	7521	1	737	188	25.51	129	48	13	0
Pct 7521	VBM	7521	1	737	210	28.49	145	48	15	0
Pct 7522	Election Day	7522	1	758	192	25.33	142	39	15	0
Pct 7522	VBM	7522	1	758	187	24.67	132	45	11	0
Pct 7523	Election Day	7523	1	685	229	33.43	164	50	14	1
Pct 7523	VBM	7523	1	685	149	21.75	101	39	9	0
Pct 7524	Election Day	7524	1	571	124	21.72	99	24	3	0
Pct 7524	VBM	7524	1	571	135	23.64	103	26	5	0
Pct 7525	Election Day	7525	1	761	167	21.94	132	24	11	0
Pct 7525	VBM	7525	1	761	190	24.97	155	28	7	0
Pct 7526	Election Day	7526	1	830	232	27.95	182	48	2	0
Pct 7526	VBM	7526	1	830	247	29.76	178	62	8	0
Pct 7527/7528	Election Day	7527	1	685	185	27.01	129	39	19	0
Pct 7527/7528	VBM	7527	1	685	175	25.55	128	37	9	0
Pct 7529	Election Day	7529	1	798	208	26.07	149	49	10	0
Pct 7529	VBM	7529	1	798	225	28.20	173	40	12	0
Pct 7531	Election Day	7531	1	821	222	27.04	159	49	15	0
Pct 7531	VBM	7531	1	821	199	24.24	147	44	9	0
Pct 7532	Election Day	7532	1	636	170	26.73	131	34	5	0
Pct 7532	VBM	7532	1	636	155	24.37	103	41	10	0
Pct 7533	Election Day	7533	1	832	292	35.10	210	70	10	0
Pct 7533	VBM	7533	1	832	189	22.72	126	57	7	0
Pct 7534	Election Day	7534	1	788	241	30.58	164	62	17	0
Pct 7534	VBM	7534	1	788	186	23.60	121	60	6	1
Pct 7535	Election Day	7535	1	684	210	30.70	142	56	12	0
Pct 7535	VBM	7535	1	684	170	24.85	123	32	12	0
Pct 7536	Election Day	7536	1	738	214	29.00	154	51	8	0
Pct 7536	VBM	7536	1	738	215	29.13	150	52	13	0
Pct 7537	Election Day	7537	1	675	197	29.19	142	45	12	0
Pct 7537	VBM	7537	1	675	163	24.15	106	51	6	0
Pct 7538	Election Day	7538	1	737	249	33.79	180	54	15	0
Pct 7538	VBM	7538	1	737	192	26.05	128	51	13	0
Pct 7539	Election Day	7539	1	849	286	33.69	209	65	12	0
Pct 7539	VBM	7539	1	849	203	23.91	138	59	9	0
Pct 7541	Election Day	7541	1	740	211	28.51	165	35	10	0
Pct 7541	VBM	7541	1	740	196	26.49	131	55	11	0
Pct 7542	Election Day	7542	1	777	210	27.03	152	39	15	1
Pct 7542	VBM	7542	1	777	207	26.64	154	43	11	0
Pct 7543	Election Day	7543	1	837	172	20.55	127	39	7	0
Pct 7543	VBM	7543	1	837	271	32.38	195	62	15	0
Pct 7544	Election Day	7544	1	784	203	25.89	153	44	6	0
Pct 7544	VBM	7544	1	784	215	27.42	155	51	10	0
Pct 7545	Election Day	7545	1	793	182	22.95	142	32	8	0
Pct 7545	VBM	7545	1	793	226	28.50	159	57	9	0
Pct 7546	Election Day	7546	1	854	253	29.63	179	57	15	2
Pct 7546	VBM	7546	1	854	229	26.81	159	60	10	0
Pct 7547	Election Day	7547	1	880	237	26.93	178	42	18	0
Pct 7547	VBM	7547	1	880	238	27.05	169	60	9	0
Pct 7548	Election Day	7548	1	934	229	24.52	164	53	12	0
Pct 7548	VBM	7548	1	934	275	29.44	194	70	12	0
Pct 7549	Election Day	7549	1	734	190	25.89	129	50	12	0
Pct 7549	VBM	7549	1	734	203	27.66	142	54	7	0
Pct 7551	Election Day	7551	1	625	205	32.80	140	53	14	0
Pct 7551	VBM	7551	1	625	179	28.64	119	56	5	0
Pct 7552	Election Day	7552	1	668	206	30.84	140	51	15	0
Pct 7552	VBM	7552	1	668	207	30.99	142	58	8	0
Pct 7553 MB	Election Day	7553	1	155	7	4.52	5	0	1	0
Pct 7553 MB	VBM	7553	1	155	82	52.90	52	25	5	0
Pct 7554	Election Day	7554	1	757	204	26.95	123	70	11	0
Pct 7554	VBM	7554	1	757	258	34.08	158	87	13	0
Pct 7555	Election Day	7555	1	835	272	32.57	174	78	19	0
Pct 7555	VBM	7555	1	835	299	35.81	169	114	14	0
Pct 7556/7557	Election Day	7556	1	921	261	28.34	147	96	17	0
Pct 7556/7557	VBM	7556	1	921	311	33.77	190	110	13	0
Pct 7601	Election Day	7601	1	786	125	15.90	89	28	9	0
Pct 7601	VBM	7601	1	786	164	20.87	127	25	9	0
Pct 7602	Election Day	7602	1	785	152	19.36	112	26	14	0
Pct 7602	VBM	7602	1	785	174	22.17	133	32	7	0
Pct 7603	Election Day	7603	1	700	177	25.29	134	33	9	0
Pct 7603	VBM	7603	1	700	165	23.57	135	22	7	0
Pct 7604	Election Day	7604	1	705	122	17.30	99	12	11	0
Pct 7604	VBM	7604	1	705	157	22.27	131	22	4	0
Pct 7605	Election Day	7605	1	679	106	15.61	84	10	12	0
Pct 7605	VBM	7605	1	679	156	22.97	122	24	9	0
Pct 7606	Election Day	7606	1	772	119	15.41	96	16	7	0
Pct 7606	VBM	7606	1	772	168	21.76	137	27	5	0
Pct 7607	Election Day	7607	1	828	145	17.51	112	22	12	0
Pct 7607	VBM	7607	1	828	232	28.02	185	36	7	0
Pct 7608	Election Day	7608	1	423	47	11.11	37	7	4	0
Pct 7608	VBM	7608	1	423	100	23.64	82	11	5	0
Pct 7609	Election Day	7609	1	826	90	10.90	66	12	12	0
Pct 7609	VBM	7609	1	826	247	29.90	189	41	18	0
Pct 7611	Election Day	7611	1	796	109	13.69	77	19	13	0
Pct 7611	VBM	7611	1	796	205	25.75	163	17	23	0
Pct 7612	Election Day	7612	1	580	93	16.03	69	19	4	0
Pct 7612	VBM	7612	1	580	170	29.31	118	44	8	0
Pct 7613	Election Day	7613	1	831	142	17.09	119	14	10	1
Pct 7613	VBM	7613	1	831	207	24.91	185	18	4	0
Pct 7614	Election Day	7614	1	875	126	14.40	103	16	8	0
Pct 7614	VBM	7614	1	875	205	23.43	170	28	7	0
Pct 7615	Election Day	7615	1	866	95	10.97	71	13	10	0
Pct 7615	VBM	7615	1	866	176	20.32	151	16	11	0
Pct 7616	Election Day	7616	1	475	99	20.84	66	27	7	0
Pct 7616	VBM	7616	1	475	143	30.11	101	37	4	0
Pct 7617	Election Day	7617	1	709	106	14.95	77	22	7	0
