PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1127	VBM	1127	1	788	235	29.82	145	86	6	0
Pct 1128	Election Day	1128	1	732	99	13.52	66	27	5	0
Pct 1128	VBM	1128	1	732	215	29.37	132	76	6	0
Pct 1129	Election Day	1129	1	797	132	16.56	99	29	5	0
Pct 1129	VBM	1129	1	797	236	29.61	154	78	4	0
Pct 1131	Election Day	1131	1	715	67	9.37	54	9	4	0
Pct 1131	VBM	1131	1	715	245	34.27	160	81	3	0
Pct 1132	Election Day	1132	1	835	135	16.17	107	19	9	0
Pct 1132	VBM	1132	1	835	267	31.98	179	83	5	0
Pct 1133	Election Day	1133	1	768	82	10.68	56	22	4	0
Pct 1133	VBM	1133	1	768	274	35.68	186	79	7	0
Pct 1134	Election Day	1134	1	693	123	17.75	106	16	2	0
Pct 1134	VBM	1134	1	693	215	31.02	136	75	4	0
Pct 1135	Election Day	1135	1	454	59	13.00	43	13	2	0
Pct 1135	VBM	1135	1	454	180	39.65	117	55	8	0
Pct 1136	Election Day	1136	1	714	87	12.18	65	21	1	0
Pct 1136	VBM	1136	1	714	242	33.89	154	80	8	0
Pct 1141	Election Day	1141	1	868	125	14.40	101	20	4	0
Pct 1141	VBM	1141	1	868	314	36.18	234	77	3	0
Pct 1142	Election Day	1142	1	802	127	15.84	101	23	3	0
Pct 1142	VBM	1142	1	802	242	30.17	169	64	9	0
Pct 1143	Election Day	1143	1	849	166	19.55	146	19	1	0
Pct 1143	VBM	1143	1	849	270	31.80	193	73	6	0
Pct 1144	Election Day	1144	1	777	156	20.08	132	22	2	0
Pct 1144	VBM	1144	1	777	244	31.40	186	49	7	0
Pct 1145	Election Day	1145	1	810	169	20.86	140	26	3	0
Pct 1145	VBM	1145	1	810	313	38.64	250	63	3	0
Pct 1146	Election Day	1146	1	845	133	15.74	113	20	0	0
Pct 1146	VBM	1146	1	845	304	35.98	235	63	5	0
Pct 1147	Election Day	1147	1	780	167	21.41	136	28	4	1
Pct 1147	VBM	1147	1	780	237	30.38	173	60	4	0
Pct 1148	Election Day	1148	1	798	153	19.17	116	32	5	0
Pct 1148	VBM	1148	1	798	251	31.45	160	81	13	0
Pct 1149	Election Day	1149	1	806	159	19.73	124	32	3	0
Pct 1149	VBM	1149	1	806	265	32.88	197	65	3	0
Pct 1152	Election Day	1152	1	775	142	18.32	110	27	5	0
Pct 1152	VBM	1152	1	775	266	34.32	188	72	6	0
Pct 1153	Election Day	1153	1	799	156	19.52	114	40	2	0
Pct 1153	VBM	1153	1	799	263	32.92	181	78	5	0
Pct 7001	Election Day	7001	1	625	132	21.12	109	20	3	0
Pct 7001	VBM	7001	1	625	190	30.40	159	26	5	0
Pct 7002	Election Day	7002	1	820	155	18.90	133	19	3	0
Pct 7002	VBM	7002	1	820	253	30.85	163	85	6	0
Pct 7003	Election Day	7003	1	789	219	27.76	186	29	4	0
Pct 7003	VBM	7003	1	789	292	37.01	224	58	8	1
Pct 7004	Election Day	7004	1	786	204	25.95	173	30	0	1
Pct 7004	VBM	7004	1	786	256	32.57	201	49	6	0
Pct 7005	Election Day	7005	1	770	237	30.78	189	40	8	0
Pct 7005	VBM	7005	1	770	257	33.38	200	54	2	0
Pct 7006	Election Day	7006	1	824	227	27.55	199	25	2	0
Pct 7006	VBM	7006	1	824	238	28.88	197	41	1	0
Pct 7007	Election Day	7007	1	873	226	25.89	182	37	6	0
Pct 7007	VBM	7007	1	873	306	35.05	243	55	8	0
Pct 7008	Election Day	7008	1	784	247	31.51	209	35	2	0
Pct 7008	VBM	7008	1	784	294	37.50	235	54	6	0
Pct 7009	Election Day	7009	1	809	160	19.78	137	23	2	0
Pct 7009	VBM	7009	1	809	276	34.12	227	47	5	0
Pct 7011	Election Day	7011	1	905	150	16.57	131	17	2	0
Pct 7011	VBM	7011	1	905	165	18.23	139	25	1	0
Pct 7012	Election Day	7012	1	903	261	28.90	209	47	4	1
Pct 7012	VBM	7012	1	903	292	32.34	230	59	2	0
Pct 7013	Election Day	7013	1	598	141	23.58	107	28	6	0
Pct 7013	VBM	7013	1	598	167	27.93	148	22	2	0
Pct 7014	Election Day	7014	1	934	228	24.41	181	39	9	0
Pct 7014	VBM	7014	1	934	277	29.66	235	42	6	0
Pct 7015 MB	Election Day	7015	1	69	0	0.00	0	0	0	0
Pct 7015 MB	VBM	7015	1	69	28	40.58	24	4	0	0
Pct 7016	Election Day	7016	1	816	128	15.69	107	18	2	1
Pct 7016	VBM	7016	1	816	190	23.28	138	44	10	0
Pct 7017	Election Day	7017	1	670	96	14.33	87	6	1	0
Pct 7017	VBM	7017	1	670	144	21.49	121	18	4	0
Pct 7018	Election Day	7018	1	849	118	13.90	107	14	0	0
Pct 7018	VBM	7018	1	849	315	37.10	224	89	9	0
Pct 7019	Election Day	7019	1	857	135	15.75	120	13	2	0
Pct 7019	VBM	7019	1	857	314	36.64	237	61	11	0
Pct 7021	Election Day	7021	1	852	139	16.31	121	10	8	0
Pct 7021	VBM	7021	1	852	214	25.12	184	31	3	0
Pct 7022	Election Day	7022	1	894	166	18.57	155	6	2	0
Pct 7022	VBM	7022	1	894	247	27.63	215	27	11	0
Pct 7023	Election Day	7023	1	830	134	16.14	122	9	4	0
Pct 7023	VBM	7023	1	830	253	30.48	217	31	5	0
Pct 7024	Election Day	7024	1	274	24	8.76	21	1	1	0
Pct 7024	VBM	7024	1	274	22	8.03	20	2	0	0
Pct 7025	Election Day	7025	1	409	55	13.45	50	2	3	0
Pct 7025	VBM	7025	1	409	71	17.36	55	4	1	0
Pct 7026	Election Day	7026	1	861	98	11.38	77	18	3	0
Pct 7026	VBM	7026	1	861	334	38.79	208	121	9	0
Pct 7027	Election Day	7027	1	770	141	18.31	121	12	5	0
Pct 7027	VBM	7027	1	770	241	31.30	184	48	5	0
Pct 7028	Election Day	7028	1	777	152	19.56	143	7	2	0
Pct 7028	VBM	7028	1	777	161	20.72	135	15	2	0
Pct 7029	Election Day	7029	1	813	105	12.92	98	3	4	0
Pct 7029	VBM	7029	1	813	144	17.71	133	21	2	0
Pct 7030	Election Day	7030	1	686	108	15.74	65	38	6	0
Pct 7030	VBM	7030	1	686	258	37.61	169	89	3	1
Pct 7031	Election Day	7031	1	368	35	9.51	28	6	0	0
Pct 7031	VBM	7031	1	368	173	47.01	118	46	5	0
Pct 7032	Election Day	7032	1	815	109	13.37	99	5	6	0
Pct 7032	VBM	7032	1	815	228	27.98	188	31	7	0
Pct 7033	Election Day	7033	1	705	157	22.27	127	23	7	0
Pct 7033	VBM	7033	1	705	151	21.42	120	28	2	0
Pct 7034	Election Day	7034	1	781	139	17.80	124	6	7	0
Pct 7034	VBM	7034	1	781	119	15.24	112	5	0	0
Pct 7035	Election Day	7035	1	310	70	22.58	63	8	0	0
Pct 7035	VBM	7035	1	310	63	20.32	50	15	3	0
Pct 7036	Election Day	7036	1	808	83	10.27	65	15	2	0
Pct 7036	VBM	7036	1	808	235	29.08	176	59	0	0
Pct 7037	Election Day	7037	1	695	66	9.50	58	2	5	0
Pct 7037	VBM	7037	1	695	70	10.07	58	10	2	0
Pct 7038	Election Day	7038	1	817	98	12.00	79	15	5	1
Pct 7038	VBM	7038	1	817	246	30.11	171	65	8	0
Pct 7039	Election Day	7039	1	717	121	16.88	89	29	2	0
Pct 7039	VBM	7039	1	717	203	28.31	131	66	6	0
Pct 7041 MB	Election Day	7041	1	52	1	1.92	1	0	0	0
Pct 7041 MB	VBM	7041	1	52	21	40.38	12	10	0	0
Pct 7042	Election Day	7042	1	600	85	14.17	76	8	0	0
Pct 7042	VBM	7042	1	600	198	33.00	137	57	2	0
Pct 7043	Election Day	7043	1	793	100	12.61	87	14	0	0
Pct 7043	VBM	7043	1	793	252	31.78	202	44	3	0
Pct 7044	Election Day	7044	1	738	88	11.92	69	16	2	0
Pct 7044	VBM	7044	1	738	104	14.09	81	18	2	0
Pct 7045	Election Day	7045	1	697	109	15.64	77	23	9	0
Pct 7045	VBM	7045	1	697	258	37.02	165	76	19	0
Pct 7046	Election Day	7046	1	385	58	15.06	47	12	0	0
Pct 7046	VBM	7046	1	385	130	33.77	91	30	8	0
Pct 7047	Election Day	7047	1	742	105	14.15	92	10	3	0
Pct 7047	VBM	7047	1	742	283	38.14	182	88	10	1
Pct 7048	Election Day	7048	1	730	93	12.74	78	12	2	0
Pct 7048	VBM	7048	1	730	223	30.55	166	50	10	0
Pct 7049	Election Day	7049	1	729	140	19.20	101	31	3	0
Pct 7049	VBM	7049	1	729	219	30.04	132	79	6	0
Pct 7051	Election Day	7051	1	777	94	12.10	67	20	8	0
Pct 7051	VBM	7051	1	777	301	38.74	178	113	11	0
Pct 7052	Election Day	7052	1	759	125	16.47	90	29	5	0
Pct 7052	VBM	7052	1	759	263	34.65	164	89	14	0
Pct 7053	Election Day	7053	1	407	37	9.09	27	9	1	0
Pct 7053	VBM	7053	1	407	175	43.00	105	65	2	1
Pct 7054	Election Day	7054	1	795	138	17.36	112	21	5	0
Pct 7054	VBM	7054	1	795	213	26.79	172	37	4	0
Pct 7101 MB	Election Day	7101	1	113	2	1.77	2	0	0	0
Pct 7101 MB	VBM	7101	1	113	54	47.79	49	5	0	0
Pct 7201	Election Day	7201	1	828	158	19.08	109	40	9	0
Pct 7201	VBM	7201	1	828	279	33.70	192	78	3	0
Pct 7202	Election Day	7202	1	744	177	23.79	121	44	10	0
Pct 7202	VBM	7202	1	744	249	33.47	137	101	5	1
Pct 7203	Election Day	7203	1	755	172	22.78	117	50	5	0
Pct 7203	VBM	7203	1	755	203	26.89	142	51	7	0
Pct 7204	Election Day	7204	1	790	166	21.01	123	38	6	0
Pct 7204	VBM	7204	1	790	280	35.44	219	60	3	0
Pct 7205	Election Day	7205	1	822	182	22.14	134	43	6	0
Pct 7205	VBM	7205	1	822	319	38.81	224	84	13	0
Pct 7206	Election Day	7206	1	325	84	25.85	64	20	1	0
Pct 7206	VBM	7206	1	325	85	26.15	62	21	3	0
Pct 7207	Election Day	7207	1	533	113	21.20	85	22	7	0
Pct 7207	VBM	7207	1	533	136	25.52	101	31	4	0
Pct 7208	Election Day	7208	1	542	85	15.68	66	13	7	0
Pct 7208	VBM	7208	1	542	183	33.76	152	31	3	0
Pct 7209	Election Day	7209	1	491	69	14.05	53	10	3	0
Pct 7209	VBM	7209	1	491	251	51.12	187	54	7	0
Pct 7301	Election Day	7301	1	834	156	18.71	116	27	12	1
Pct 7301	VBM	7301	1	834	254	30.46	184	60	9	0
Pct 7302	Election Day	7302	1	708	148	20.90	100	41	5	0
Pct 7302	VBM	7302	1	708	305	43.08	222	75	7	0
Pct 7303	Election Day	7303	1	839	188	22.41	145	39	5	0
Pct 7303	VBM	7303	1	839	239	28.49	149	69	21	0
Pct 7304	Election Day	7304	1	860	199	23.14	161	34	4	0
Pct 7304	VBM	7304	1	860	282	32.79	197	75	10	0
Pct 7305	Election Day	7305	1	773	166	21.47	119	42	5	0
Pct 7305	VBM	7305	1	773	269	34.80	188	77	3	0
Pct 7306	Election Day	7306	1	864	212	24.54	154	46	12	0
Pct 7306	VBM	7306	1	864	229	26.50	160	63	6	0
Pct 7307	Election Day	7307	1	671	145	21.61	116	25	5	0
Pct 7307	VBM	7307	1	671	201	29.96	143	50	7	0
Pct 7308	Election Day	7308	1	528	134	25.38	97	35	2	0
Pct 7308	VBM	7308	1	528	192	36.36	127	54	9	0
Pct 7309	Election Day	7309	1	719	168	23.37	121	39	7	1
Pct 7309	VBM	7309	1	719	175	24.34	130	40	5	0
Pct 7311	Election Day	7311	1	801	198	24.72	144	45	7	0
Pct 7311	VBM	7311	1	801	239	29.84	176	57	5	1
Pct 7312	Election Day	7312	1	814	161	19.78	117	38	6	0
Pct 7312	VBM	7312	1	814	327	40.17	209	105	11	0
Pct 7313	Election Day	7313	1	773	139	17.98	95	42	2	0
Pct 7313	VBM	7313	1	773	273	35.32	177	88	9	0
Pct 7314	Election Day	7314	1	615	80	13.01	60	13	7	0
Pct 7314	VBM	7314	1	615	204	33.17	134	51	18	0
Pct 7315	Election Day	7315	1	623	128	20.55	97	31	1	0
Pct 7315	VBM	7315	1	623	163	26.16	122	42	4	0
Pct 7316	Election Day	7316	1	701	120	17.12	87	30	3	0
Pct 7316	VBM	7316	1	701	224	31.95	157	62	8	0
Pct 7317	Election Day	7317	1	838	175	20.88	136	32	6	0
Pct 7317	VBM	7317	1	838	298	35.56	199	89	8	1
Pct 7318	Election Day	7318	1	649	130	20.03	94	33	0	0
Pct 7318	VBM	7318	1	649	202	31.12	146	45	11	0
Pct 7319	Election Day	7319	1	876	175	19.98	124	48	3	0
Pct 7319	VBM	7319	1	876	246	28.08	167	63	15	0
Pct 7321	Election Day	7321	1	576	107	18.58	61	37	7	0
Pct 7321	VBM	7321	1	576	173	30.03	105	65	2	0
Pct 7322	Election Day	7322	1	745	71	9.53	44	23	4	0
Pct 7322	VBM	7322	1	745	275	36.91	166	88	27	0
Pct 7323	Election Day	7323	1	686	159	23.18	113	38	9	0
Pct 7323	VBM	7323	1	686	199	29.01	147	47	7	0
Pct 7324	Election Day	7324	1	631	116	18.38	85	28	3	0
Pct 7324	VBM	7324	1	631	176	27.89	115	55	6	0
Pct 7325	Election Day	7325	1	792	179	22.60	120	49	9	0
Pct 7325	VBM	7325	1	792	217	27.40	144	63	9	0
Pct 7326	Election Day	7326	1	736	142	19.29	114	25	3	0
Pct 7326	VBM	7326	1	736	215	29.21	140	71	6	0
Pct 7327	Election Day	7327	1	552	53	9.60	30	17	6	0
Pct 7327	VBM	7327	1	552	210	38.04	115	72	23	0
Pct 7328	Election Day	7328	1	735	60	8.16	44	7	10	0
Pct 7328	VBM	7328	1	735	298	40.54	195	87	15	1
Pct 7329	Election Day	7329	1	419	64	15.27	42	22	2	0
Pct 7329	VBM	7329	1	419	157	37.47	96	52	11	0
Pct 7331	Election Day	7331	1	777	169	21.75	109	51	9	0
Pct 7331	VBM	7331	1	777	324	41.70	231	90	5	0
Pct 7332	Election Day	7332	1	683	141	20.64	112	26	3	0
Pct 7332	VBM	7332	1	683	194	28.40	141	45	9	0
Pct 7333	Election Day	7333	1	839	180	21.45	128	44	7	0
Pct 7333	VBM	7333	1	839	249	29.68	176	62	12	0
Pct 7334	Election Day	7334	1	760	170	22.37	132	33	4	0
Pct 7334	VBM	7334	1	760	233	30.66	167	57	7	1
Pct 7335	Election Day	7335	1	791	142	17.95	99	38	5	0
Pct 7335	VBM	7335	1	791	274	34.64	180	81	10	0
Pct 7336	Election Day	7336	1	824	176	21.36	130	39	7	0
Pct 7336	VBM	7336	1	824	280	33.98	173	101	5	0
Pct 7337	Election Day	7337	1	756	150	19.84	103	43	4	0
Pct 7337	VBM	7337	1	756	276	36.51	180	80	13	0
Pct 7338	Election Day	7338	1	803	95	11.83	68	22	5	0
Pct 7338	VBM	7338	1	803	320	39.85	212	94	16	0
Pct 7339	Election Day	7339	1	562	112	19.93	80	31	0	0
Pct 7339	VBM	7339	1	562	152	27.05	111	36	5	0
Pct 7341	Election Day	7341	1	753	155	20.58	128	29	0	0
Pct 7341	VBM	7341	1	753	199	26.43	160	31	7	0
Pct 7342	Election Day	7342	1	805	218	27.08	176	37	5	0
Pct 7342	VBM	7342	1	805	198	24.60	132	59	6	0
Pct 7343	Election Day	7343	1	591	137	23.18	118	15	3	0
Pct 7343	VBM	7343	1	591	119	20.14	100	16	3	0
Pct 7344	Election Day	7344	1	916	165	18.01	130	29	6	0
Pct 7344	VBM	7344	1	916	268	29.26	203	57	4	0
Pct 7345	Election Day	7345	1	859	175	20.37	148	25	2	0
Pct 7345	VBM	7345	1	859	197	22.93	166	28	3	0
Pct 7346	Election Day	7346	1	754	176	23.34	155	17	4	0
Pct 7346	VBM	7346	1	754	134	17.77	118	13	2	0
Pct 7347	Election Day	7347	1	786	139	17.68	125	11	3	0
Pct 7347	VBM	7347	1	786	189	24.05	162	25	1	0
Pct 7348	Election Day	7348	1	743	117	15.75	95	21	1	0
Pct 7348	VBM	7348	1	743	181	24.36	140	33	8	0
Pct 7349	Election Day	7349	1	754	160	21.22	118	36	6	0
Pct 7349	VBM	7349	1	754	226	29.97	158	53	15	0
Pct 7501	Election Day	7501	1	491	138	28.11	103	30	5	0
Pct 7501	VBM	7501	1	491	142	28.92	90	44	6	0
Pct 7502	Election Day	7502	1	674	133	19.73	92	35	6	0
Pct 7502	VBM	7502	1	674	208	30.86	137	60	10	0
Pct 7503	Election Day	7503	1	692	140	20.23	110	28	4	0
Pct 7503	VBM	7503	1	692	193	27.89	146	45	5	0
Pct 7504	Election Day	7504	1	426	75	17.61	55	15	6	0
Pct 7504	VBM	7504	1	426	131	30.75	95	32	5	0
Pct 7505	Election Day	7505	1	819	133	16.24	114	14	6	0
Pct 7505	VBM	7505	1	819	381	46.52	298	66	10	1
Pct 7506	Election Day	7506	1	753	126	16.73	102	17	7	0
Pct 7506	VBM	7506	1	753	206	27.36	176	29	2	0
Pct 7507	Election Day	7507	1	885	150	16.95	128	17	5	0
Pct 7507	VBM	7507	1	885	250	28.25	200	39	11	0
Pct 7508	Election Day	7508	1	650	133	20.46	108	19	6	0
Pct 7508	VBM	7508	1	650	265	40.77	195	60	10	0
Pct 7509/7511	Election Day	7509	1	857	155	18.09	127	25	3	0
Pct 7509/7511	VBM	7509	1	857	289	33.72	207	72	9	0
Pct 7512	Election Day	7512	1	542	107	19.74	96	11	0	0
Pct 7512	VBM	7512	1	542	178	32.84	137	36	2	1
Pct 7513	Election Day	7513	1	705	153	21.70	140	10	3	0
Pct 7513	VBM	7513	1	705	154	21.84	134	15	5	0
Pct 7514	Election Day	7514	1	780	97	12.44	81	12	3	0
Pct 7514	VBM	7514	1	780	209	26.79	177	26	6	0
Pct 7515	Election Day	7515	1	765	164	21.44	140	24	1	0
Pct 7515	VBM	7515	1	765	241	31.50	200	31	9	1
Pct 7516	Election Day	7516	1	750	146	19.47	131	14	2	0
Pct 7516	VBM	7516	1	750	277	36.93	216	57	4	0
Pct 7517	Election Day	7517	1	783	232	29.63	201	25	6	0
Pct 7517	VBM	7517	1	783	203	25.93	179	20	2	0
Pct 7518	Election Day	7518	1	802	246	30.67	213	28	5	0
Pct 7518	VBM	7518	1	802	207	25.81	171	32	5	0
Pct 7519	Election Day	7519	1	677	185	27.33	167	12	8	0
Pct 7519	VBM	7519	1	677	164	24.22	137	20	6	0
Pct 7521	Election Day	7521	1	737	188	25.51	166	18	6	0
Pct 7521	VBM	7521	1	737	210	28.49	178	26	4	0
Pct 7522	Election Day	7522	1	758	192	25.33	176	16	4	0
Pct 7522	VBM	7522	1	758	187	24.67	163	20	5	0
Pct 7523	Election Day	7523	1	685	229	33.43	204	21	4	0
Pct 7523	VBM	7523	1	685	149	21.75	125	20	4	0
Pct 7524	Election Day	7524	1	571	124	21.72	111	13	2	0
Pct 7524	VBM	7524	1	571	135	23.64	113	19	2	0
Pct 7525	Election Day	7525	1	761	167	21.94	147	13	7	0
Pct 7525	VBM	7525	1	761	190	24.97	171	14	5	0
Pct 7526	Election Day	7526	1	830	232	27.95	196	35	0	1
Pct 7526	VBM	7526	1	830	247	29.76	219	28	0	1
Pct 7527/7528	Election Day	7527	1	685	185	27.01	155	20	12	0
Pct 7527/7528	VBM	7527	1	685	175	25.55	142	28	4	0
Pct 7529	Election Day	7529	1	798	208	26.07	184	19	5	0
Pct 7529	VBM	7529	1	798	225	28.20	192	27	6	0
Pct 7531	Election Day	7531	1	821	222	27.04	204	14	5	0
Pct 7531	VBM	7531	1	821	199	24.24	172	21	7	0
Pct 7532	Election Day	7532	1	636	170	26.73	141	26	3	0
Pct 7532	VBM	7532	1	636	155	24.37	121	24	9	0
Pct 7533	Election Day	7533	1	832	292	35.10	255	34	1	0
Pct 7533	VBM	7533	1	832	189	22.72	155	34	1	0
Pct 7534	Election Day	7534	1	788	241	30.58	216	24	3	0
Pct 7534	VBM	7534	1	788	186	23.60	158	25	5	0
Pct 7535	Election Day	7535	1	684	210	30.70	179	25	6	0
Pct 7535	VBM	7535	1	684	170	24.85	147	17	3	0
Pct 7536	Election Day	7536	1	738	214	29.00	183	24	6	0
Pct 7536	VBM	7536	1	738	215	29.13	187	26	2	0
Pct 7537	Election Day	7537	1	675	197	29.19	181	15	3	0
Pct 7537	VBM	7537	1	675	163	24.15	139	22	2	0
Pct 7538	Election Day	7538	1	737	249	33.79	218	27	4	0
Pct 7538	VBM	7538	1	737	192	26.05	164	23	5	0
Pct 7539	Election Day	7539	1	849	286	33.69	263	21	2	0
Pct 7539	VBM	7539	1	849	203	23.91	183	22	1	0
Pct 7541	Election Day	7541	1	740	211	28.51	191	17	2	0
Pct 7541	VBM	7541	1	740	196	26.49	159	34	4	0
Pct 7542	Election Day	7542	1	777	210	27.03	186	16	5	0
Pct 7542	VBM	7542	1	777	207	26.64	179	22	7	0
Pct 7543	Election Day	7543	1	837	172	20.55	153	17	3	0
Pct 7543	VBM	7543	1	837	271	32.38	235	33	4	0
Pct 7544	Election Day	7544	1	784	203	25.89	186	15	2	0
Pct 7544	VBM	7544	1	784	215	27.42	191	24	1	0
Pct 7545	Election Day	7545	1	793	182	22.95	153	26	3	0
Pct 7545	VBM	7545	1	793	226	28.50	183	37	5	0
Pct 7546	Election Day	7546	1	854	253	29.63	222	23	8	0
Pct 7546	VBM	7546	1	854	229	26.81	187	39	3	0
Pct 7547	Election Day	7547	1	880	237	26.93	205	27	6	0
Pct 7547	VBM	7547	1	880	238	27.05	204	30	4	0
Pct 7548	Election Day	7548	1	934	229	24.52	194	30	5	0
Pct 7548	VBM	7548	1	934	275	29.44	236	33	7	0
Pct 7549	Election Day	7549	1	734	190	25.89	162	27	2	0
Pct 7549	VBM	7549	1	734	203	27.66	164	34	5	0
Pct 7551	Election Day	7551	1	625	205	32.80	171	31	5	0
Pct 7551	VBM	7551	1	625	179	28.64	142	36	2	0
Pct 7552	Election Day	7552	1	668	206	30.84	187	17	2	0
Pct 7552	VBM	7552	1	668	207	30.99	174	30	4	0
Pct 7553 MB	Election Day	7553	1	155	7	4.52	3	2	1	0
Pct 7553 MB	VBM	7553	1	155	82	52.90	64	13	5	0
Pct 7554	Election Day	7554	1	757	204	26.95	164	34	5	1
Pct 7554	VBM	7554	1	757	258	34.08	213	37	8	0
Pct 7555	Election Day	7555	1	835	272	32.57	224	38	9	0
Pct 7555	VBM	7555	1	835	299	35.81	216	73	8	0
Pct 7556/7557	Election Day	7556	1	921	261	28.34	212	42	6	0
Pct 7556/7557	VBM	7556	1	921	311	33.77	249	56	8	0
Pct 7601	Election Day	7601	1	786	125	15.90	103	20	3	0
Pct 7601	VBM	7601	1	786	164	20.87	131	21	9	0
Pct 7602	Election Day	7602	1	785	152	19.36	133	11	8	0
Pct 7602	VBM	7602	1	785	174	22.17	143	24	5	0
Pct 7603	Election Day	7603	1	700	177	25.29	142	28	6	0
Pct 7603	VBM	7603	1	700	165	23.57	145	16	3	0
Pct 7604	Election Day	7604	1	705	122	17.30	96	18	8	0
Pct 7604	VBM	7604	1	705	157	22.27	140	13	4	0
Pct 7605	Election Day	7605	1	679	106	15.61	83	12	11	0
Pct 7605	VBM	7605	1	679	156	22.97	126	25	4	0
Pct 7606	Election Day	7606	1	772	119	15.41	103	12	4	0
Pct 7606	VBM	7606	1	772	168	21.76	141	23	5	0
Pct 7607	Election Day	7607	1	828	145	17.51	119	15	12	0
Pct 7607	VBM	7607	1	828	232	28.02	201	17	10	0
Pct 7608	Election Day	7608	1	423	47	11.11	38	9	1	0
Pct 7608	VBM	7608	1	423	100	23.64	69	25	4	0
Pct 7609	Election Day	7609	1	826	90	10.90	75	11	4	0
Pct 7609	VBM	7609	1	826	247	29.90	193	37	18	0
Pct 7611	Election Day	7611	1	796	109	13.69	81	15	12	1
Pct 7611	VBM	7611	1	796	205	25.75	150	31	22	0
Pct 7612	Election Day	7612	1	580	93	16.03	72	17	3	0
Pct 7612	VBM	7612	1	580	170	29.31	133	31	6	0
Pct 7613	Election Day	7613	1	831	142	17.09	133	8	3	0
Pct 7613	VBM	7613	1	831	207	24.91	183	21	3	0
Pct 7614	Election Day	7614	1	875	126	14.40	111	12	4	0
Pct 7614	VBM	7614	1	875	205	23.43	177	22	6	0
Pct 7615	Election Day	7615	1	866	95	10.97	77	10	7	0
Pct 7615	VBM	7615	1	866	176	20.32	151	18	9	0
Pct 7616	Election Day	7616	1	475	99	20.84	80	17	3	0
Pct 7616	VBM	7616	1	475	143	30.11	115	26	1	0
Pct 7617	Election Day	7617	1	709	106	14.95	94	7	5	0
