PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1131	Election Day	1131	1	715	67	9.37	28	32	7	0
Pct 1131	VBM	1131	1	715	245	34.27	74	155	16	0
Pct 1132	Election Day	1132	1	835	135	16.17	44	75	14	1
Pct 1132	VBM	1132	1	835	267	31.98	98	157	12	0
Pct 1133	Election Day	1133	1	768	82	10.68	24	53	5	0
Pct 1133	VBM	1133	1	768	274	35.68	92	169	12	0
Pct 1134	Election Day	1134	1	693	123	17.75	61	62	3	0
Pct 1134	VBM	1134	1	693	215	31.02	61	140	15	0
Pct 1135	Election Day	1135	1	454	59	13.00	21	35	2	0
Pct 1135	VBM	1135	1	454	180	39.65	59	115	6	0
Pct 1136	Election Day	1136	1	714	87	12.18	38	47	3	0
Pct 1136	VBM	1136	1	714	242	33.89	80	152	10	0
Pct 1141	Election Day	1141	1	868	125	14.40	66	56	3	0
Pct 1141	VBM	1141	1	868	314	36.18	131	176	12	0
Pct 1142	Election Day	1142	1	802	127	15.84	66	52	9	0
Pct 1142	VBM	1142	1	802	242	30.17	88	133	19	0
Pct 1143	Election Day	1143	1	849	166	19.55	100	62	4	0
Pct 1143	VBM	1143	1	849	270	31.80	116	148	8	0
Pct 1144	Election Day	1144	1	777	156	20.08	79	68	9	0
Pct 1144	VBM	1144	1	777	244	31.40	109	125	8	0
Pct 1145	Election Day	1145	1	810	169	20.86	92	71	6	0
Pct 1145	VBM	1145	1	810	313	38.64	133	160	21	0
Pct 1146	Election Day	1146	1	845	133	15.74	72	57	4	0
Pct 1146	VBM	1146	1	845	304	35.98	113	174	19	0
Pct 1147	Election Day	1147	1	780	167	21.41	86	74	8	0
Pct 1147	VBM	1147	1	780	237	30.38	97	132	8	0
Pct 1148	Election Day	1148	1	798	153	19.17	75	72	6	0
Pct 1148	VBM	1148	1	798	251	31.45	78	163	11	1
Pct 1149	Election Day	1149	1	806	159	19.73	80	63	15	1
Pct 1149	VBM	1149	1	806	265	32.88	119	141	6	0
Pct 1152	Election Day	1152	1	775	142	18.32	71	60	11	0
Pct 1152	VBM	1152	1	775	266	34.32	83	174	10	0
Pct 1153	Election Day	1153	1	799	156	19.52	65	85	5	0
Pct 1153	VBM	1153	1	799	263	32.92	95	159	6	1
Pct 7001	Election Day	7001	1	625	132	21.12	68	57	7	0
Pct 7001	VBM	7001	1	625	190	30.40	68	112	9	0
Pct 7002	Election Day	7002	1	820	155	18.90	90	56	9	0
Pct 7002	VBM	7002	1	820	253	30.85	113	127	14	0
Pct 7003	Election Day	7003	1	789	219	27.76	109	96	14	0
Pct 7003	VBM	7003	1	789	292	37.01	134	141	16	0
Pct 7004	Election Day	7004	1	786	204	25.95	99	96	10	0
Pct 7004	VBM	7004	1	786	256	32.57	114	129	15	0
Pct 7005	Election Day	7005	1	770	237	30.78	121	105	11	0
Pct 7005	VBM	7005	1	770	257	33.38	115	136	7	0
Pct 7006	Election Day	7006	1	824	227	27.55	159	57	13	0
Pct 7006	VBM	7006	1	824	238	28.88	124	109	6	0
Pct 7007	Election Day	7007	1	873	226	25.89	105	98	22	0
Pct 7007	VBM	7007	1	873	306	35.05	131	162	12	0
Pct 7008	Election Day	7008	1	784	247	31.51	128	107	11	0
Pct 7008	VBM	7008	1	784	294	37.50	132	146	19	0
Pct 7009	Election Day	7009	1	809	160	19.78	79	74	9	0
Pct 7009	VBM	7009	1	809	276	34.12	125	140	14	1
Pct 7011	Election Day	7011	1	905	150	16.57	71	72	6	1
Pct 7011	VBM	7011	1	905	165	18.23	74	87	5	0
Pct 7012	Election Day	7012	1	903	261	28.90	134	114	12	0
Pct 7012	VBM	7012	1	903	292	32.34	148	125	17	1
Pct 7013	Election Day	7013	1	598	141	23.58	61	76	4	0
Pct 7013	VBM	7013	1	598	167	27.93	91	76	6	0
Pct 7014	Election Day	7014	1	934	228	24.41	112	106	11	0
Pct 7014	VBM	7014	1	934	277	29.66	117	150	15	1
Pct 7015 MB	Election Day	7015	1	69	0	0.00	0	0	0	0
Pct 7015 MB	VBM	7015	1	69	28	40.58	19	8	1	0
Pct 7016	Election Day	7016	1	816	128	15.69	50	67	11	0
Pct 7016	VBM	7016	1	816	190	23.28	59	121	12	0
Pct 7017	Election Day	7017	1	670	96	14.33	32	50	13	1
Pct 7017	VBM	7017	1	670	144	21.49	53	81	8	0
Pct 7018	Election Day	7018	1	849	118	13.90	49	65	7	0
Pct 7018	VBM	7018	1	849	315	37.10	117	183	22	0
Pct 7019	Election Day	7019	1	857	135	15.75	63	62	11	0
Pct 7019	VBM	7019	1	857	314	36.64	122	159	29	0
Pct 7021	Election Day	7021	1	852	139	16.31	66	61	12	0
Pct 7021	VBM	7021	1	852	214	25.12	92	110	15	0
Pct 7022	Election Day	7022	1	894	166	18.57	76	78	11	0
Pct 7022	VBM	7022	1	894	247	27.63	116	110	25	1
Pct 7023	Election Day	7023	1	830	134	16.14	62	63	10	0
Pct 7023	VBM	7023	1	830	253	30.48	109	128	16	0
Pct 7024	Election Day	7024	1	274	24	8.76	8	11	4	0
Pct 7024	VBM	7024	1	274	22	8.03	12	7	3	0
Pct 7025	Election Day	7025	1	409	55	13.45	30	22	3	0
Pct 7025	VBM	7025	1	409	71	17.36	20	38	3	0
Pct 7026	Election Day	7026	1	861	98	11.38	41	52	5	0
Pct 7026	VBM	7026	1	861	334	38.79	110	206	21	0
Pct 7027	Election Day	7027	1	770	141	18.31	55	66	17	0
Pct 7027	VBM	7027	1	770	241	31.30	95	127	15	0
Pct 7028	Election Day	7028	1	777	152	19.56	64	75	12	0
Pct 7028	VBM	7028	1	777	161	20.72	68	75	11	0
Pct 7029	Election Day	7029	1	813	105	12.92	53	43	10	0
Pct 7029	VBM	7029	1	813	144	17.71	55	90	11	0
Pct 7030	Election Day	7030	1	686	108	15.74	36	63	9	0
Pct 7030	VBM	7030	1	686	258	37.61	96	160	7	0
Pct 7031	Election Day	7031	1	368	35	9.51	17	13	4	0
Pct 7031	VBM	7031	1	368	173	47.01	61	100	8	0
Pct 7032	Election Day	7032	1	815	109	13.37	37	62	10	0
Pct 7032	VBM	7032	1	815	228	27.98	84	126	17	0
Pct 7033	Election Day	7033	1	705	157	22.27	60	82	14	1
Pct 7033	VBM	7033	1	705	151	21.42	57	82	11	0
Pct 7034	Election Day	7034	1	781	139	17.80	59	61	18	0
Pct 7034	VBM	7034	1	781	119	15.24	54	51	11	1
Pct 7035	Election Day	7035	1	310	70	22.58	32	37	2	0
Pct 7035	VBM	7035	1	310	63	20.32	20	41	6	0
Pct 7036	Election Day	7036	1	808	83	10.27	34	42	6	0
Pct 7036	VBM	7036	1	808	235	29.08	73	154	8	0
Pct 7037	Election Day	7037	1	695	66	9.50	21	37	7	0
Pct 7037	VBM	7037	1	695	70	10.07	25	43	2	0
Pct 7038	Election Day	7038	1	817	98	12.00	39	53	8	0
Pct 7038	VBM	7038	1	817	246	30.11	64	164	16	0
Pct 7039	Election Day	7039	1	717	121	16.88	46	69	5	0
Pct 7039	VBM	7039	1	717	203	28.31	75	116	15	0
Pct 7041 MB	Election Day	7041	1	52	1	1.92	0	0	1	0
Pct 7041 MB	VBM	7041	1	52	21	40.38	8	12	2	0
Pct 7042	Election Day	7042	1	600	85	14.17	37	42	6	0
Pct 7042	VBM	7042	1	600	198	33.00	64	124	10	0
Pct 7043	Election Day	7043	1	793	100	12.61	45	50	6	0
Pct 7043	VBM	7043	1	793	252	31.78	96	134	18	0
Pct 7044	Election Day	7044	1	738	88	11.92	28	55	6	0
Pct 7044	VBM	7044	1	738	104	14.09	42	53	7	0
Pct 7045	Election Day	7045	1	697	109	15.64	37	60	12	0
Pct 7045	VBM	7045	1	697	258	37.02	57	181	21	0
Pct 7046	Election Day	7046	1	385	58	15.06	26	27	6	0
Pct 7046	VBM	7046	1	385	130	33.77	35	91	7	0
Pct 7047	Election Day	7047	1	742	105	14.15	49	46	10	0
Pct 7047	VBM	7047	1	742	283	38.14	85	175	20	0
Pct 7048	Election Day	7048	1	730	93	12.74	35	50	6	0
Pct 7048	VBM	7048	1	730	223	30.55	88	125	11	0
Pct 7049	Election Day	7049	1	729	140	19.20	46	81	9	0
Pct 7049	VBM	7049	1	729	219	30.04	58	144	16	0
Pct 7051	Election Day	7051	1	777	94	12.10	37	49	8	0
Pct 7051	VBM	7051	1	777	301	38.74	89	198	13	0
Pct 7052	Election Day	7052	1	759	125	16.47	39	74	11	0
Pct 7052	VBM	7052	1	759	263	34.65	86	169	13	0
Pct 7053	Election Day	7053	1	407	37	9.09	14	23	0	0
Pct 7053	VBM	7053	1	407	175	43.00	59	103	9	0
Pct 7054	Election Day	7054	1	795	138	17.36	50	77	11	0
Pct 7054	VBM	7054	1	795	213	26.79	85	117	13	0
Pct 7101 MB	Election Day	7101	1	113	2	1.77	1	1	0	0
Pct 7101 MB	VBM	7101	1	113	54	47.79	35	16	2	0
Pct 7201	Election Day	7201	1	828	158	19.08	58	87	13	0
Pct 7201	VBM	7201	1	828	279	33.70	125	142	10	0
Pct 7202	Election Day	7202	1	744	177	23.79	61	102	14	0
Pct 7202	VBM	7202	1	744	249	33.47	69	164	12	0
Pct 7203	Election Day	7203	1	755	172	22.78	67	93	13	0
Pct 7203	VBM	7203	1	755	203	26.89	80	111	10	1
Pct 7204	Election Day	7204	1	790	166	21.01	79	80	8	0
Pct 7204	VBM	7204	1	790	280	35.44	92	178	13	2
Pct 7205	Election Day	7205	1	822	182	22.14	74	96	13	0
Pct 7205	VBM	7205	1	822	319	38.81	101	202	18	0
Pct 7206	Election Day	7206	1	325	84	25.85	45	36	4	0
Pct 7206	VBM	7206	1	325	85	26.15	31	47	6	1
Pct 7207	Election Day	7207	1	533	113	21.20	52	49	11	0
Pct 7207	VBM	7207	1	533	136	25.52	54	80	6	0
Pct 7208	Election Day	7208	1	542	85	15.68	36	42	9	0
Pct 7208	VBM	7208	1	542	183	33.76	86	88	12	0
Pct 7209	Election Day	7209	1	491	69	14.05	18	38	13	0
Pct 7209	VBM	7209	1	491	251	51.12	72	151	26	0
Pct 7301	Election Day	7301	1	834	156	18.71	74	70	12	0
Pct 7301	VBM	7301	1	834	254	30.46	117	121	15	0
Pct 7302	Election Day	7302	1	708	148	20.90	56	78	13	0
Pct 7302	VBM	7302	1	708	305	43.08	112	175	17	1
Pct 7303	Election Day	7303	1	839	188	22.41	92	83	10	2
Pct 7303	VBM	7303	1	839	239	28.49	99	128	12	0
Pct 7304	Election Day	7304	1	860	199	23.14	104	87	9	0
Pct 7304	VBM	7304	1	860	282	32.79	90	174	17	0
Pct 7305	Election Day	7305	1	773	166	21.47	72	89	5	0
Pct 7305	VBM	7305	1	773	269	34.80	104	160	5	0
Pct 7306	Election Day	7306	1	864	212	24.54	91	101	20	0
Pct 7306	VBM	7306	1	864	229	26.50	88	133	8	0
Pct 7307	Election Day	7307	1	671	145	21.61	83	57	5	0
Pct 7307	VBM	7307	1	671	201	29.96	74	117	9	0
Pct 7308	Election Day	7308	1	528	134	25.38	60	68	6	0
Pct 7308	VBM	7308	1	528	192	36.36	84	99	7	0
Pct 7309	Election Day	7309	1	719	168	23.37	78	79	11	0
Pct 7309	VBM	7309	1	719	175	24.34	68	96	11	0
Pct 7311	Election Day	7311	1	801	198	24.72	87	97	14	0
Pct 7311	VBM	7311	1	801	239	29.84	100	134	6	0
Pct 7312	Election Day	7312	1	814	161	19.78	48	99	14	0
Pct 7312	VBM	7312	1	814	327	40.17	80	230	14	0
Pct 7313	Election Day	7313	1	773	139	17.98	66	69	3	0
Pct 7313	VBM	7313	1	773	273	35.32	118	143	13	0
Pct 7314	Election Day	7314	1	615	80	13.01	34	37	9	0
Pct 7314	VBM	7314	1	615	204	33.17	102	84	15	1
Pct 7315	Election Day	7315	1	623	128	20.55	73	55	1	0
Pct 7315	VBM	7315	1	623	163	26.16	82	73	14	0
Pct 7316	Election Day	7316	1	701	120	17.12	70	41	8	1
Pct 7316	VBM	7316	1	701	224	31.95	96	120	12	0
Pct 7317	Election Day	7317	1	838	175	20.88	75	87	13	0
Pct 7317	VBM	7317	1	838	298	35.56	111	163	22	1
Pct 7318	Election Day	7318	1	649	130	20.03	51	64	13	0
Pct 7318	VBM	7318	1	649	202	31.12	84	109	9	0
Pct 7319	Election Day	7319	1	876	175	19.98	85	83	7	0
Pct 7319	VBM	7319	1	876	246	28.08	108	128	9	0
Pct 7321	Election Day	7321	1	576	107	18.58	51	46	8	0
Pct 7321	VBM	7321	1	576	173	30.03	79	87	8	0
Pct 7322	Election Day	7322	1	745	71	9.53	29	30	12	0
Pct 7322	VBM	7322	1	745	275	36.91	154	106	19	0
Pct 7323	Election Day	7323	1	686	159	23.18	75	74	11	0
Pct 7323	VBM	7323	1	686	199	29.01	88	105	9	0
Pct 7324	Election Day	7324	1	631	116	18.38	63	46	7	0
Pct 7324	VBM	7324	1	631	176	27.89	78	94	6	0
Pct 7325	Election Day	7325	1	792	179	22.60	82	84	12	0
Pct 7325	VBM	7325	1	792	217	27.40	98	104	14	0
Pct 7326	Election Day	7326	1	736	142	19.29	62	72	8	0
Pct 7326	VBM	7326	1	736	215	29.21	101	107	10	0
Pct 7327	Election Day	7327	1	552	53	9.60	22	26	5	0
Pct 7327	VBM	7327	1	552	210	38.04	87	107	19	0
Pct 7328	Election Day	7328	1	735	60	8.16	28	24	7	0
Pct 7328	VBM	7328	1	735	298	40.54	149	134	13	1
Pct 7329	Election Day	7329	1	419	64	15.27	25	39	3	0
Pct 7329	VBM	7329	1	419	157	37.47	46	112	2	0
Pct 7331	Election Day	7331	1	777	169	21.75	75	84	10	0
Pct 7331	VBM	7331	1	777	324	41.70	132	179	13	0
Pct 7332	Election Day	7332	1	683	141	20.64	82	52	7	0
Pct 7332	VBM	7332	1	683	194	28.40	106	79	9	0
Pct 7333	Election Day	7333	1	839	180	21.45	92	74	15	0
Pct 7333	VBM	7333	1	839	249	29.68	106	129	16	1
Pct 7334	Election Day	7334	1	760	170	22.37	106	56	7	0
Pct 7334	VBM	7334	1	760	233	30.66	128	93	10	1
Pct 7335	Election Day	7335	1	791	142	17.95	66	68	8	0
Pct 7335	VBM	7335	1	791	274	34.64	103	155	13	0
Pct 7336	Election Day	7336	1	824	176	21.36	80	89	7	0
Pct 7336	VBM	7336	1	824	280	33.98	107	156	17	0
Pct 7337	Election Day	7337	1	756	150	19.84	74	72	5	0
Pct 7337	VBM	7337	1	756	276	36.51	106	150	17	1
Pct 7338	Election Day	7338	1	803	95	11.83	29	58	9	0
Pct 7338	VBM	7338	1	803	320	39.85	118	175	29	0
Pct 7339	Election Day	7339	1	562	112	19.93	54	54	5	0
Pct 7339	VBM	7339	1	562	152	27.05	69	73	11	0
Pct 7341	Election Day	7341	1	753	155	20.58	89	60	10	0
Pct 7341	VBM	7341	1	753	199	26.43	127	64	8	1
Pct 7342	Election Day	7342	1	805	218	27.08	110	93	15	0
Pct 7342	VBM	7342	1	805	198	24.60	92	96	10	0
Pct 7343	Election Day	7343	1	591	137	23.18	83	46	8	0
Pct 7343	VBM	7343	1	591	119	20.14	74	37	7	0
Pct 7344	Election Day	7344	1	916	165	18.01	66	93	6	0
Pct 7344	VBM	7344	1	916	268	29.26	126	124	17	1
Pct 7345	Election Day	7345	1	859	175	20.37	114	58	3	0
Pct 7345	VBM	7345	1	859	197	22.93	117	71	10	0
Pct 7346	Election Day	7346	1	754	176	23.34	110	57	9	0
Pct 7346	VBM	7346	1	754	134	17.77	87	41	6	0
Pct 7347	Election Day	7347	1	786	139	17.68	94	36	9	0
Pct 7347	VBM	7347	1	786	189	24.05	123	60	5	0
Pct 7348	Election Day	7348	1	743	117	15.75	67	45	4	0
Pct 7348	VBM	7348	1	743	181	24.36	102	64	16	0
Pct 7349	Election Day	7349	1	754	160	21.22	86	67	7	0
Pct 7349	VBM	7349	1	754	226	29.97	107	108	13	0
Pct 7501	Election Day	7501	1	491	138	28.11	53	77	9	0
Pct 7501	VBM	7501	1	491	142	28.92	42	91	9	0
Pct 7502	Election Day	7502	1	674	133	19.73	66	56	12	0
Pct 7502	VBM	7502	1	674	208	30.86	85	110	12	1
Pct 7503	Election Day	7503	1	692	140	20.23	62	68	10	0
Pct 7503	VBM	7503	1	692	193	27.89	74	108	14	0
Pct 7504	Election Day	7504	1	426	75	17.61	37	30	9	0
Pct 7504	VBM	7504	1	426	131	30.75	61	62	9	0
Pct 7505	Election Day	7505	1	819	133	16.24	57	67	10	0
Pct 7505	VBM	7505	1	819	381	46.52	170	176	33	0
Pct 7506	Election Day	7506	1	753	126	16.73	55	58	14	0
Pct 7506	VBM	7506	1	753	206	27.36	104	97	4	1
Pct 7507	Election Day	7507	1	885	150	16.95	81	58	11	0
Pct 7507	VBM	7507	1	885	250	28.25	143	88	21	0
Pct 7508	Election Day	7508	1	650	133	20.46	51	74	8	0
Pct 7508	VBM	7508	1	650	265	40.77	104	148	14	0
Pct 7509/7511	Election Day	7509	1	857	155	18.09	88	64	3	0
Pct 7509/7511	VBM	7509	1	857	289	33.72	146	126	16	1
Pct 7512	Election Day	7512	1	542	107	19.74	51	46	11	0
Pct 7512	VBM	7512	1	542	178	32.84	80	87	11	0
Pct 7513	Election Day	7513	1	705	153	21.70	86	51	16	0
Pct 7513	VBM	7513	1	705	154	21.84	83	61	9	1
Pct 7514	Election Day	7514	1	780	97	12.44	43	38	16	0
Pct 7514	VBM	7514	1	780	209	26.79	87	106	16	0
Pct 7515	Election Day	7515	1	765	164	21.44	89	63	13	0
Pct 7515	VBM	7515	1	765	241	31.50	125	106	13	0
Pct 7516	Election Day	7516	1	750	146	19.47	76	64	7	0
Pct 7516	VBM	7516	1	750	277	36.93	140	120	17	0
Pct 7517	Election Day	7517	1	783	232	29.63	150	71	11	0
Pct 7517	VBM	7517	1	783	203	25.93	113	80	8	0
Pct 7518	Election Day	7518	1	802	246	30.67	141	98	7	0
Pct 7518	VBM	7518	1	802	207	25.81	95	107	6	0
Pct 7519	Election Day	7519	1	677	185	27.33	117	60	9	0
Pct 7519	VBM	7519	1	677	164	24.22	90	64	10	0
Pct 7521	Election Day	7521	1	737	188	25.51	112	65	12	0
Pct 7521	VBM	7521	1	737	210	28.49	113	91	6	0
Pct 7522	Election Day	7522	1	758	192	25.33	114	65	16	1
Pct 7522	VBM	7522	1	758	187	24.67	110	75	3	0
Pct 7523	Election Day	7523	1	685	229	33.43	161	63	6	0
Pct 7523	VBM	7523	1	685	149	21.75	81	61	7	0
Pct 7524	Election Day	7524	1	571	124	21.72	54	62	10	0
Pct 7524	VBM	7524	1	571	135	23.64	79	48	8	0
Pct 7525	Election Day	7525	1	761	167	21.94	100	53	14	0
Pct 7525	VBM	7525	1	761	190	24.97	109	65	16	0
Pct 7526	Election Day	7526	1	830	232	27.95	140	78	14	0
Pct 7526	VBM	7526	1	830	247	29.76	144	101	4	0
Pct 7527/7528	Election Day	7527	1	685	185	27.01	99	74	13	0
Pct 7527/7528	VBM	7527	1	685	175	25.55	81	81	12	0
Pct 7529	Election Day	7529	1	798	208	26.07	144	57	7	0
Pct 7529	VBM	7529	1	798	225	28.20	139	68	18	0
Pct 7531	Election Day	7531	1	821	222	27.04	144	68	11	0
Pct 7531	VBM	7531	1	821	199	24.24	119	78	5	0
Pct 7532	Election Day	7532	1	636	170	26.73	105	54	10	1
Pct 7532	VBM	7532	1	636	155	24.37	73	72	9	1
Pct 7533	Election Day	7533	1	832	292	35.10	175	105	10	0
Pct 7533	VBM	7533	1	832	189	22.72	91	85	14	0
Pct 7534	Election Day	7534	1	788	241	30.58	145	81	17	0
Pct 7534	VBM	7534	1	788	186	23.60	108	74	5	0
Pct 7535	Election Day	7535	1	684	210	30.70	133	67	10	0
Pct 7535	VBM	7535	1	684	170	24.85	99	62	7	0
Pct 7536	Election Day	7536	1	738	214	29.00	138	63	13	0
Pct 7536	VBM	7536	1	738	215	29.13	126	79	11	0
Pct 7537	Election Day	7537	1	675	197	29.19	120	69	9	0
Pct 7537	VBM	7537	1	675	163	24.15	84	69	11	0
Pct 7538	Election Day	7538	1	737	249	33.79	161	75	13	0
Pct 7538	VBM	7538	1	737	192	26.05	93	97	4	0
Pct 7539	Election Day	7539	1	849	286	33.69	178	93	15	0
Pct 7539	VBM	7539	1	849	203	23.91	119	79	8	0
Pct 7541	Election Day	7541	1	740	211	28.51	132	73	6	0
Pct 7541	VBM	7541	1	740	196	26.49	110	80	7	0
Pct 7542	Election Day	7542	1	777	210	27.03	139	58	10	0
Pct 7542	VBM	7542	1	777	207	26.64	140	60	8	0
Pct 7543	Election Day	7543	1	837	172	20.55	107	56	11	0
Pct 7543	VBM	7543	1	837	271	32.38	153	109	8	0
Pct 7544	Election Day	7544	1	784	203	25.89	124	71	8	0
Pct 7544	VBM	7544	1	784	215	27.42	118	89	9	0
Pct 7545	Election Day	7545	1	793	182	22.95	110	63	9	0
Pct 7545	VBM	7545	1	793	226	28.50	119	98	9	0
Pct 7546	Election Day	7546	1	854	253	29.63	156	86	10	1
Pct 7546	VBM	7546	1	854	229	26.81	125	90	15	0
Pct 7547	Election Day	7547	1	880	237	26.93	150	75	13	0
Pct 7547	VBM	7547	1	880	238	27.05	138	90	14	0
Pct 7548	Election Day	7548	1	934	229	24.52	130	89	10	0
Pct 7548	VBM	7548	1	934	275	29.44	143	123	11	0
Pct 7549	Election Day	7549	1	734	190	25.89	106	72	13	0
Pct 7549	VBM	7549	1	734	203	27.66	94	99	11	0
Pct 7551	Election Day	7551	1	625	205	32.80	108	85	14	0
Pct 7551	VBM	7551	1	625	179	28.64	84	88	8	0
Pct 7552	Election Day	7552	1	668	206	30.84	108	85	14	0
Pct 7552	VBM	7552	1	668	207	30.99	100	99	10	0
Pct 7553 MB	Election Day	7553	1	155	7	4.52	2	3	0	0
Pct 7553 MB	VBM	7553	1	155	82	52.90	32	46	4	0
Pct 7554	Election Day	7554	1	757	204	26.95	99	92	14	0
Pct 7554	VBM	7554	1	757	258	34.08	104	132	23	1
Pct 7555	Election Day	7555	1	835	272	32.57	147	114	12	0
Pct 7555	VBM	7555	1	835	299	35.81	114	172	12	0
Pct 7556/7557	Election Day	7556	1	921	261	28.34	97	151	13	0
Pct 7556/7557	VBM	7556	1	921	311	33.77	112	188	13	0
Pct 7601	Election Day	7601	1	786	125	15.90	77	37	12	0
Pct 7601	VBM	7601	1	786	164	20.87	92	62	8	0
Pct 7602	Election Day	7602	1	785	152	19.36	101	34	16	1
Pct 7602	VBM	7602	1	785	174	22.17	102	60	14	0
Pct 7603	Election Day	7603	1	700	177	25.29	112	54	10	0
Pct 7603	VBM	7603	1	700	165	23.57	110	46	8	0
Pct 7604	Election Day	7604	1	705	122	17.30	80	35	8	0
Pct 7604	VBM	7604	1	705	157	22.27	91	57	10	0
Pct 7605	Election Day	7605	1	679	106	15.61	59	33	16	0
Pct 7605	VBM	7605	1	679	156	22.97	69	72	14	0
Pct 7606	Election Day	7606	1	772	119	15.41	73	33	14	0
Pct 7606	VBM	7606	1	772	168	21.76	84	76	9	0
Pct 7607	Election Day	7607	1	828	145	17.51	88	38	19	0
Pct 7607	VBM	7607	1	828	232	28.02	123	86	18	0
Pct 7608	Election Day	7608	1	423	47	11.11	25	16	8	0
Pct 7608	VBM	7608	1	423	100	23.64	45	45	9	0
Pct 7609	Election Day	7609	1	826	90	10.90	42	32	17	0
Pct 7609	VBM	7609	1	826	247	29.90	121	106	21	0
Pct 7611	Election Day	7611	1	796	109	13.69	54	39	17	0
Pct 7611	VBM	7611	1	796	205	25.75	128	56	18	0
Pct 7612	Election Day	7612	1	580	93	16.03	43	39	11	0
Pct 7612	VBM	7612	1	580	170	29.31	70	90	11	0
Pct 7613	Election Day	7613	1	831	142	17.09	93	34	17	0
Pct 7613	VBM	7613	1	831	207	24.91	120	73	14	0
Pct 7614	Election Day	7614	1	875	126	14.40	63	48	16	0
Pct 7614	VBM	7614	1	875	205	23.43	128	68	10	0
Pct 7615	Election Day	7615	1	866	95	10.97	50	26	18	0
Pct 7615	VBM	7615	1	866	176	20.32	89	78	9	0
Pct 7616	Election Day	7616	1	475	99	20.84	53	39	7	0
Pct 7616	VBM	7616	1	475	143	30.11	77	54	11	0
Pct 7617	Election Day	7617	1	709	106	14.95	59	29	18	0
